,ags5,time_stamp,value
6736,03357,2019-06-30,3.5
6737,03357,2019-07-31,3.6
6738,03357,2019-08-31,3.6
6739,03357,2019-09-30,3.3
6740,03357,2019-10-31,3.3
6741,03357,2019-11-30,3.3
6742,03357,2019-12-31,3.4
6743,03357,2020-01-31,3.7
6744,03357,2020-02-29,3.7
6745,03357,2020-03-31,3.5
6746,03357,2020-04-30,3.9
6747,03357,2020-05-31,4.1
6748,03357,2020-06-30,4.2
6749,03357,2020-07-31,4.2
6750,03357,2020-08-31,4.2
6751,03357,2020-09-30,4.0
6752,03357,2020-10-31,4.1
6753,03357,2020-11-30,3.9
6754,03357,2020-12-31,3.9
6755,03357,2021-01-31,4.2
6756,03357,2021-02-28,4.2
6757,03357,2021-03-31,4.1
6758,03357,2021-04-30,3.9
6759,03357,2021-05-31,3.7
6760,03358,2007-05-31,9.3
6761,03358,2007-06-30,9.1
6762,03358,2007-07-31,9.2
6763,03358,2007-08-31,9.2
6764,03358,2007-09-30,9.4
6765,03358,2007-10-31,9.3
6766,03358,2007-11-30,9.4
6767,03358,2007-12-31,9.5
6768,03358,2008-01-31,9.8
6769,03358,2008-02-29,9.6
6770,03358,2008-03-31,9.0
6771,03358,2008-04-30,8.4
6772,03358,2008-05-31,8.0
6773,03358,2008-06-30,7.7
6774,03358,2008-07-31,7.9
6775,03358,2008-08-31,7.8
6776,03358,2008-09-30,7.3
6777,03358,2008-10-31,7.3
6778,03358,2008-11-30,7.6
6779,03358,2008-12-31,8.0
6780,03358,2009-01-31,8.6
6781,03358,2009-02-28,8.8
6782,03358,2009-03-31,8.7
6783,03358,2009-04-30,8.5
6784,03358,2009-05-31,8.2
6785,03358,2009-06-30,8.0
6786,03358,2009-07-31,8.3
6787,03358,2009-08-31,8.1
6788,03358,2009-09-30,7.7
6789,03358,2009-10-31,7.7
6790,03358,2009-11-30,7.8
6791,03358,2009-12-31,8.1
6792,03358,2010-01-31,8.6
6793,03358,2010-02-28,8.8
6794,03358,2010-03-31,8.7
6795,03358,2010-04-30,8.0
6796,03358,2010-05-31,7.6
6797,03358,2010-06-30,7.3
6798,03358,2010-07-31,7.6
6799,03358,2010-08-31,7.3
6800,03358,2010-09-30,7.0
6801,03358,2010-10-31,7.0
6802,03358,2010-11-30,7.3
6803,03358,2010-12-31,7.5
6804,03358,2011-01-31,8.6
6805,03358,2011-02-28,8.5
6806,03358,2011-03-31,8.1
6807,03358,2011-04-30,7.5
6808,03358,2011-05-31,6.9
6809,03358,2011-06-30,6.6
6810,03358,2011-07-31,6.8
6811,03358,2011-08-31,6.7
6812,03358,2011-09-30,6.4
6813,03358,2011-10-31,6.3
6814,03358,2011-11-30,6.7
6815,03358,2011-12-31,6.9
6816,03358,2012-01-31,7.7
6817,03358,2012-02-29,7.8
6818,03358,2012-03-31,7.4
6819,03358,2012-04-30,7.0
6820,03358,2012-05-31,6.6
6821,03358,2012-06-30,6.3
6822,03358,2012-07-31,6.5
6823,03358,2012-08-31,6.9
6824,03358,2012-09-30,6.3
6825,03358,2012-10-31,6.2
6826,03358,2012-11-30,6.5
6827,03358,2012-12-31,6.8
6828,03358,2013-01-31,7.5
6829,03358,2013-02-28,7.6
6830,03358,2013-03-31,7.4
6831,03358,2013-04-30,6.9
6832,03358,2013-05-31,6.6
6833,03358,2013-06-30,6.5
6834,03358,2013-07-31,6.7
6835,03358,2013-08-31,6.5
6836,03358,2013-09-30,6.3
6837,03358,2013-10-31,6.1
6838,03358,2013-11-30,6.5
6839,03358,2013-12-31,6.8
6840,03358,2014-01-31,7.5
6841,03358,2014-02-28,7.5
6842,03358,2014-03-31,7.1
6843,03358,2014-04-30,6.6
6844,03358,2014-05-31,6.4
6845,03358,2014-06-30,6.3
6846,03358,2014-07-31,6.2
6847,03358,2014-08-31,6.3
6848,03358,2014-09-30,6.2
6849,03358,2014-10-31,5.9
6850,03358,2014-11-30,6.2
6851,03358,2014-12-31,6.4
6852,03358,2015-01-31,7.0
6853,03358,2015-02-28,6.9
6854,03358,2015-03-31,6.5
6855,03358,2015-04-30,5.9
6856,03358,2015-05-31,5.7
6857,03358,2015-06-30,5.6
6858,03358,2015-07-31,6.2
6859,03358,2015-08-31,6.1
6860,03358,2015-09-30,5.8
6861,03358,2015-10-31,5.5
6862,03358,2015-11-30,6.0
6863,03358,2015-12-31,6.1
6864,03358,2016-01-31,6.8
6865,03358,2016-02-29,6.8
6866,03358,2016-03-31,6.3
6867,03358,2016-04-30,6.0
6868,03358,2016-05-31,5.8
6869,03358,2016-06-30,5.7
6870,03358,2016-07-31,6.0
6871,03358,2016-08-31,5.9
6872,03358,2016-09-30,5.8
6873,03358,2016-10-31,5.8
6874,03358,2016-11-30,6.2
6875,03358,2016-12-31,6.4
6876,03358,2017-01-31,6.8
6877,03358,2017-02-28,6.8
6878,03358,2017-03-31,6.4
6879,03358,2017-04-30,6.2
6880,03358,2017-05-31,5.8
6881,03358,2017-06-30,5.9
6882,03358,2017-07-31,6.1
6883,03358,2017-08-31,5.8
6884,03358,2017-09-30,5.6
6885,03358,2017-10-31,5.6
6886,03358,2017-11-30,5.8
6887,03358,2017-12-31,6.0
6888,03358,2018-01-31,6.4
6889,03358,2018-02-28,6.3
6890,03358,2018-03-31,6.0
6891,03358,2018-04-30,5.8
6892,03358,2018-05-31,5.3
6893,03358,2018-06-30,5.1
6894,03358,2018-07-31,5.3
6895,03358,2018-08-31,5.2
6896,03358,2018-09-30,5.0
6897,03358,2018-10-31,5.0
6898,03358,2018-11-30,5.4
6899,03358,2018-12-31,5.6
6900,03358,2019-01-31,6.2
6901,03358,2019-02-28,5.9
6902,03358,2019-03-31,5.6
6903,03358,2019-04-30,5.2
6904,03358,2019-05-31,5.0
6905,03358,2019-06-30,5.0
6906,03358,2019-07-31,5.2
6907,03358,2019-08-31,5.2
6908,03358,2019-09-30,5.0
6909,03358,2019-10-31,4.8
6910,03358,2019-11-30,5.0
6911,03358,2019-12-31,5.2
6912,03358,2020-01-31,5.9
6913,03358,2020-02-29,5.8
6914,03358,2020-03-31,5.6
6915,03358,2020-04-30,6.1
6916,03358,2020-05-31,6.3
6917,03358,2020-06-30,6.2
6918,03358,2020-07-31,6.2
6919,03358,2020-08-31,6.4
6920,03358,2020-09-30,6.1
6921,03358,2020-10-31,5.9
6922,03358,2020-11-30,6.0
6923,03358,2020-12-31,6.1
6924,03358,2021-01-31,6.4
6925,03358,2021-02-28,6.5
6926,03358,2021-03-31,6.4
6927,03358,2021-04-30,6.2
6928,03358,2021-05-31,6.0
6929,03359,2007-05-31,8.3
6930,03359,2007-06-30,8.2
6931,03359,2007-07-31,8.4
6932,03359,2007-08-31,8.4
6933,03359,2007-09-30,8.0
6934,03359,2007-10-31,7.8
6935,03359,2007-11-30,7.6
6936,03359,2007-12-31,7.6
6937,03359,2008-01-31,8.0
6938,03359,2008-02-29,7.7
6939,03359,2008-03-31,7.5
6940,03359,2008-04-30,7.3
6941,03359,2008-05-31,7.1
6942,03359,2008-06-30,7.0
6943,03359,2008-07-31,7.2
6944,03359,2008-08-31,7.2
6945,03359,2008-09-30,6.7
6946,03359,2008-10-31,6.6
6947,03359,2008-11-30,6.7
6948,03359,2008-12-31,6.9
6949,03359,2009-01-31,7.5
6950,03359,2009-02-28,7.6
6951,03359,2009-03-31,7.6
6952,03359,2009-04-30,7.6
6953,03359,2009-05-31,7.2
6954,03359,2009-06-30,7.2
6955,03359,2009-07-31,7.5
6956,03359,2009-08-31,7.3
6957,03359,2009-09-30,7.0
6958,03359,2009-10-31,6.8
6959,03359,2009-11-30,6.8
6960,03359,2009-12-31,7.0
6961,03359,2010-01-31,7.6
6962,03359,2010-02-28,7.7
6963,03359,2010-03-31,7.7
6964,03359,2010-04-30,7.4
6965,03359,2010-05-31,7.0
6966,03359,2010-06-30,7.1
6967,03359,2010-07-31,7.2
6968,03359,2010-08-31,7.0
6969,03359,2010-09-30,6.6
6970,03359,2010-10-31,6.5
6971,03359,2010-11-30,6.4
6972,03359,2010-12-31,6.6
6973,03359,2011-01-31,7.1
6974,03359,2011-02-28,6.9
6975,03359,2011-03-31,6.6
6976,03359,2011-04-30,6.5
6977,03359,2011-05-31,6.2
6978,03359,2011-06-30,6.3
6979,03359,2011-07-31,6.6
6980,03359,2011-08-31,6.6
6981,03359,2011-09-30,6.4
6982,03359,2011-10-31,6.3
6983,03359,2011-11-30,6.1
6984,03359,2011-12-31,6.3
6985,03359,2012-01-31,6.8
6986,03359,2012-02-29,6.7
6987,03359,2012-03-31,6.5
6988,03359,2012-04-30,6.5
6989,03359,2012-05-31,6.2
6990,03359,2012-06-30,6.2
6991,03359,2012-07-31,6.4
6992,03359,2012-08-31,6.5
6993,03359,2012-09-30,6.3
6994,03359,2012-10-31,6.1
6995,03359,2012-11-30,6.0
6996,03359,2012-12-31,6.1
6997,03359,2013-01-31,6.4
6998,03359,2013-02-28,6.5
6999,03359,2013-03-31,6.3
7000,03359,2013-04-30,6.2
7001,03359,2013-05-31,6.2
7002,03359,2013-06-30,6.0
7003,03359,2013-07-31,6.2
7004,03359,2013-08-31,6.1
7005,03359,2013-09-30,5.8
7006,03359,2013-10-31,5.7
7007,03359,2013-11-30,5.7
7008,03359,2013-12-31,5.9
7009,03359,2014-01-31,6.3
7010,03359,2014-02-28,6.3
7011,03359,2014-03-31,6.1
7012,03359,2014-04-30,6.0
7013,03359,2014-05-31,5.9
7014,03359,2014-06-30,5.9
7015,03359,2014-07-31,6.0
7016,03359,2014-08-31,6.1
7017,03359,2014-09-30,5.8
7018,03359,2014-10-31,5.8
7019,03359,2014-11-30,5.7
7020,03359,2014-12-31,5.7
7021,03359,2015-01-31,6.1
7022,03359,2015-02-28,6.1
7023,03359,2015-03-31,5.8
7024,03359,2015-04-30,5.8
7025,03359,2015-05-31,5.7
7026,03359,2015-06-30,5.7
7027,03359,2015-07-31,5.8
7028,03359,2015-08-31,5.9
7029,03359,2015-09-30,5.8
7030,03359,2015-10-31,5.6
7031,03359,2015-11-30,5.6
7032,03359,2015-12-31,5.6
7033,03359,2016-01-31,6.0
7034,03359,2016-02-29,5.9
7035,03359,2016-03-31,5.9
7036,03359,2016-04-30,5.8
7037,03359,2016-05-31,5.8
7038,03359,2016-06-30,5.8
7039,03359,2016-07-31,6.0
7040,03359,2016-08-31,5.9
7041,03359,2016-09-30,5.8
7042,03359,2016-10-31,5.6
7043,03359,2016-11-30,5.4
7044,03359,2016-12-31,5.5
7045,03359,2017-01-31,5.8
7046,03359,2017-02-28,5.9
7047,03359,2017-03-31,5.7
7048,03359,2017-04-30,5.6
7049,03359,2017-05-31,5.4
7050,03359,2017-06-30,5.6
7051,03359,2017-07-31,5.7
7052,03359,2017-08-31,5.6
7053,03359,2017-09-30,5.4
7054,03359,2017-10-31,5.4
7055,03359,2017-11-30,5.3
7056,03359,2017-12-31,5.4
7057,03359,2018-01-31,5.6
7058,03359,2018-02-28,5.6
7059,03359,2018-03-31,5.5
7060,03359,2018-04-30,5.3
7061,03359,2018-05-31,5.1
7062,03359,2018-06-30,5.1
7063,03359,2018-07-31,5.3
7064,03359,2018-08-31,5.2
7065,03359,2018-09-30,5.0
7066,03359,2018-10-31,5.0
7067,03359,2018-11-30,4.8
7068,03359,2018-12-31,4.9
7069,03359,2019-01-31,5.1
7070,03359,2019-02-28,5.1
7071,03359,2019-03-31,5.0
7072,03359,2019-04-30,5.0
7073,03359,2019-05-31,5.0
7074,03359,2019-06-30,4.9
7075,03359,2019-07-31,5.2
7076,03359,2019-08-31,5.2
7077,03359,2019-09-30,5.0
7078,03359,2019-10-31,5.1
7079,03359,2019-11-30,4.9
7080,03359,2019-12-31,5.0
7081,03359,2020-01-31,5.2
7082,03359,2020-02-29,5.2
7083,03359,2020-03-31,5.0
7084,03359,2020-04-30,5.6
7085,03359,2020-05-31,5.9
7086,03359,2020-06-30,6.1
7087,03359,2020-07-31,6.3
7088,03359,2020-08-31,6.4
7089,03359,2020-09-30,6.2
7090,03359,2020-10-31,6.2
7091,03359,2020-11-30,6.1
7092,03359,2020-12-31,6.1
7093,03359,2021-01-31,6.5
7094,03359,2021-02-28,6.6
7095,03359,2021-03-31,6.4
7096,03359,2021-04-30,6.3
7097,03359,2021-05-31,6.2
7098,03360,2007-05-31,10.2
7099,03360,2007-06-30,9.9
7100,03360,2007-07-31,10.0
7101,03360,2007-08-31,10.2
7102,03360,2007-09-30,9.3
7103,03360,2007-10-31,8.8
7104,03360,2007-11-30,9.0
7105,03360,2007-12-31,9.3
7106,03360,2008-01-31,10.2
7107,03360,2008-02-29,9.9
7108,03360,2008-03-31,9.4
7109,03360,2008-04-30,8.9
7110,03360,2008-05-31,8.7
7111,03360,2008-06-30,8.1
7112,03360,2008-07-31,8.5
7113,03360,2008-08-31,8.4
7114,03360,2008-09-30,7.7
7115,03360,2008-10-31,7.3
7116,03360,2008-11-30,7.4
7117,03360,2008-12-31,7.7
7118,03360,2009-01-31,8.7
7119,03360,2009-02-28,9.1
7120,03360,2009-03-31,8.8
7121,03360,2009-04-30,8.5
7122,03360,2009-05-31,8.1
7123,03360,2009-06-30,8.1
7124,03360,2009-07-31,8.5
7125,03360,2009-08-31,8.2
7126,03360,2009-09-30,7.7
7127,03360,2009-10-31,7.5
7128,03360,2009-11-30,7.4
7129,03360,2009-12-31,7.8
7130,03360,2010-01-31,8.9
7131,03360,2010-02-28,8.9
7132,03360,2010-03-31,8.9
7133,03360,2010-04-30,8.2
7134,03360,2010-05-31,8.0
7135,03360,2010-06-30,7.9
7136,03360,2010-07-31,8.5
7137,03360,2010-08-31,8.1
7138,03360,2010-09-30,7.4
7139,03360,2010-10-31,7.3
7140,03360,2010-11-30,7.2
7141,03360,2010-12-31,7.6
7142,03360,2011-01-31,8.7
7143,03360,2011-02-28,8.7
7144,03360,2011-03-31,8.4
7145,03360,2011-04-30,7.7
7146,03360,2011-05-31,7.5
7147,03360,2011-06-30,7.3
7148,03360,2011-07-31,7.7
7149,03360,2011-08-31,7.4
7150,03360,2011-09-30,6.6
7151,03360,2011-10-31,6.4
7152,03360,2011-11-30,6.7
7153,03360,2011-12-31,7.0
7154,03360,2012-01-31,7.8
7155,03360,2012-02-29,8.1
7156,03360,2012-03-31,7.7
7157,03360,2012-04-30,7.5
7158,03360,2012-05-31,6.9
7159,03360,2012-06-30,7.0
7160,03360,2012-07-31,7.1
7161,03360,2012-08-31,7.4
7162,03360,2012-09-30,6.9
7163,03360,2012-10-31,6.7
7164,03360,2012-11-30,6.9
7165,03360,2012-12-31,7.0
7166,03360,2013-01-31,7.7
7167,03360,2013-02-28,7.7
7168,03360,2013-03-31,7.2
7169,03360,2013-04-30,7.1
7170,03360,2013-05-31,6.9
7171,03360,2013-06-30,6.7
7172,03360,2013-07-31,7.1
7173,03360,2013-08-31,7.0
7174,03360,2013-09-30,6.7
7175,03360,2013-10-31,6.6
7176,03360,2013-11-30,6.8
7177,03360,2013-12-31,7.1
7178,03360,2014-01-31,7.7
7179,03360,2014-02-28,8.0
7180,03360,2014-03-31,7.4
7181,03360,2014-04-30,7.1
7182,03360,2014-05-31,7.0
7183,03360,2014-06-30,6.7
7184,03360,2014-07-31,6.6
7185,03360,2014-08-31,6.7
7186,03360,2014-09-30,6.4
7187,03360,2014-10-31,6.0
7188,03360,2014-11-30,6.2
7189,03360,2014-12-31,6.5
7190,03360,2015-01-31,7.1
7191,03360,2015-02-28,7.2
7192,03360,2015-03-31,6.8
7193,03360,2015-04-30,6.5
7194,03360,2015-05-31,6.2
7195,03360,2015-06-30,6.0
7196,03360,2015-07-31,6.3
7197,03360,2015-08-31,6.3
7198,03360,2015-09-30,6.0
7199,03360,2015-10-31,6.0
7200,03360,2015-11-30,5.8
7201,03360,2015-12-31,6.0
7202,03360,2016-01-31,6.8
7203,03360,2016-02-29,6.8
7204,03360,2016-03-31,6.4
7205,03360,2016-04-30,6.1
7206,03360,2016-05-31,6.0
7207,03360,2016-06-30,5.9
7208,03360,2016-07-31,6.2
7209,03360,2016-08-31,5.8
7210,03360,2016-09-30,5.7
7211,03360,2016-10-31,5.7
7212,03360,2016-11-30,5.7
7213,03360,2016-12-31,5.9
7214,03360,2017-01-31,6.5
7215,03360,2017-02-28,6.4
7216,03360,2017-03-31,6.1
7217,03360,2017-04-30,6.0
7218,03360,2017-05-31,5.6
7219,03360,2017-06-30,5.6
7220,03360,2017-07-31,5.9
7221,03360,2017-08-31,5.8
7222,03360,2017-09-30,5.5
7223,03360,2017-10-31,5.3
7224,03360,2017-11-30,5.4
7225,03360,2017-12-31,5.6
7226,03360,2018-01-31,6.0
7227,03360,2018-02-28,6.0
7228,03360,2018-03-31,5.8
7229,03360,2018-04-30,5.5
7230,03360,2018-05-31,5.3
7231,03360,2018-06-30,5.2
7232,03360,2018-07-31,5.4
7233,03360,2018-08-31,5.4
7234,03360,2018-09-30,5.0
7235,03360,2018-10-31,4.9
7236,03360,2018-11-30,4.9
7237,03360,2018-12-31,5.0
7238,03360,2019-01-31,5.7
7239,03360,2019-02-28,5.5
7240,03360,2019-03-31,5.2
7241,03360,2019-04-30,5.0
7242,03360,2019-05-31,4.9
7243,03360,2019-06-30,4.9
7244,03360,2019-07-31,5.1
7245,03360,2019-08-31,5.2
7246,03360,2019-09-30,4.7
7247,03360,2019-10-31,4.6
7248,03360,2019-11-30,4.5
7249,03360,2019-12-31,4.7
7250,03360,2020-01-31,5.2
7251,03360,2020-02-29,5.1
7252,03360,2020-03-31,4.9
7253,03360,2020-04-30,5.5
7254,03360,2020-05-31,5.8
7255,03360,2020-06-30,5.8
7256,03360,2020-07-31,5.9
7257,03360,2020-08-31,6.0
7258,03360,2020-09-30,5.6
7259,03360,2020-10-31,5.4
7260,03360,2020-11-30,5.2
7261,03360,2020-12-31,5.3
7262,03360,2021-01-31,5.7
7263,03360,2021-02-28,5.7
7264,03360,2021-03-31,5.6
7265,03360,2021-04-30,5.4
7266,03360,2021-05-31,5.2
7267,03361,2007-05-31,6.9
7268,03361,2007-06-30,6.8
7269,03361,2007-07-31,6.8
7270,03361,2007-08-31,6.8
7271,03361,2007-09-30,6.4
7272,03361,2007-10-31,6.1
7273,03361,2007-11-30,5.9
7274,03361,2007-12-31,6.0
7275,03361,2008-01-31,6.3
7276,03361,2008-02-29,6.3
7277,03361,2008-03-31,6.1
7278,03361,2008-04-30,6.0
7279,03361,2008-05-31,5.9
7280,03361,2008-06-30,5.9
7281,03361,2008-07-31,6.2
7282,03361,2008-08-31,6.1
7283,03361,2008-09-30,5.8
7284,03361,2008-10-31,5.8
7285,03361,2008-11-30,5.7
7286,03361,2008-12-31,5.9
7287,03361,2009-01-31,6.3
7288,03361,2009-02-28,6.3
7289,03361,2009-03-31,6.3
7290,03361,2009-04-30,6.4
7291,03361,2009-05-31,6.1
7292,03361,2009-06-30,6.2
7293,03361,2009-07-31,6.7
7294,03361,2009-08-31,6.6
7295,03361,2009-09-30,6.4
7296,03361,2009-10-31,6.3
7297,03361,2009-11-30,6.4
7298,03361,2009-12-31,6.4
7299,03361,2010-01-31,6.9
7300,03361,2010-02-28,7.0
7301,03361,2010-03-31,6.8
7302,03361,2010-04-30,6.6
7303,03361,2010-05-31,6.3
7304,03361,2010-06-30,6.2
7305,03361,2010-07-31,6.3
7306,03361,2010-08-31,6.2
7307,03361,2010-09-30,5.9
7308,03361,2010-10-31,5.7
7309,03361,2010-11-30,5.7
7310,03361,2010-12-31,5.7
7311,03361,2011-01-31,6.0
7312,03361,2011-02-28,5.8
7313,03361,2011-03-31,5.7
7314,03361,2011-04-30,5.4
7315,03361,2011-05-31,5.2
7316,03361,2011-06-30,5.3
7317,03361,2011-07-31,5.5
7318,03361,2011-08-31,5.5
7319,03361,2011-09-30,5.4
7320,03361,2011-10-31,5.4
7321,03361,2011-11-30,5.4
7322,03361,2011-12-31,5.6
7323,03361,2012-01-31,6.0
7324,03361,2012-02-29,6.1
7325,03361,2012-03-31,5.9
7326,03361,2012-04-30,5.7
7327,03361,2012-05-31,5.5
7328,03361,2012-06-30,5.3
7329,03361,2012-07-31,5.6
7330,03361,2012-08-31,5.7
7331,03361,2012-09-30,5.6
7332,03361,2012-10-31,5.5
7333,03361,2012-11-30,5.4
7334,03361,2012-12-31,5.5
7335,03361,2013-01-31,6.0
7336,03361,2013-02-28,6.0
7337,03361,2013-03-31,5.9
7338,03361,2013-04-30,5.8
7339,03361,2013-05-31,5.7
7340,03361,2013-06-30,5.5
7341,03361,2013-07-31,5.7
7342,03361,2013-08-31,5.6
7343,03361,2013-09-30,5.5
7344,03361,2013-10-31,5.4
7345,03361,2013-11-30,5.4
7346,03361,2013-12-31,5.4
7347,03361,2014-01-31,5.7
7348,03361,2014-02-28,5.7
7349,03361,2014-03-31,5.6
7350,03361,2014-04-30,5.5
7351,03361,2014-05-31,5.4
7352,03361,2014-06-30,5.3
7353,03361,2014-07-31,5.5
7354,03361,2014-08-31,5.6
7355,03361,2014-09-30,5.4
7356,03361,2014-10-31,5.1
7357,03361,2014-11-30,5.0
7358,03361,2014-12-31,5.1
7359,03361,2015-01-31,5.4
7360,03361,2015-02-28,5.4
7361,03361,2015-03-31,5.4
7362,03361,2015-04-30,5.4
7363,03361,2015-05-31,5.2
7364,03361,2015-06-30,5.2
7365,03361,2015-07-31,5.3
7366,03361,2015-08-31,5.4
7367,03361,2015-09-30,5.1
7368,03361,2015-10-31,5.1
7369,03361,2015-11-30,5.1
7370,03361,2015-12-31,5.0
7371,03361,2016-01-31,5.3
7372,03361,2016-02-29,5.2
7373,03361,2016-03-31,5.2
7374,03361,2016-04-30,5.0
7375,03361,2016-05-31,4.9
7376,03361,2016-06-30,5.0
7377,03361,2016-07-31,5.1
7378,03361,2016-08-31,5.3
7379,03361,2016-09-30,5.3
7380,03361,2016-10-31,5.1
7381,03361,2016-11-30,4.9
7382,03361,2016-12-31,4.9
7383,03361,2017-01-31,5.1
7384,03361,2017-02-28,5.2
7385,03361,2017-03-31,4.9
7386,03361,2017-04-30,4.8
7387,03361,2017-05-31,4.8
7388,03361,2017-06-30,4.7
7389,03361,2017-07-31,4.9
7390,03361,2017-08-31,4.9
7391,03361,2017-09-30,4.9
7392,03361,2017-10-31,4.7
7393,03361,2017-11-30,4.5
7394,03361,2017-12-31,4.4
7395,03361,2018-01-31,4.7
7396,03361,2018-02-28,4.5
7397,03361,2018-03-31,4.4
7398,03361,2018-04-30,4.3
7399,03361,2018-05-31,4.1
7400,03361,2018-06-30,4.0
7401,03361,2018-07-31,4.3
7402,03361,2018-08-31,4.3
7403,03361,2018-09-30,4.3
7404,03361,2018-10-31,4.2
7405,03361,2018-11-30,4.1
7406,03361,2018-12-31,4.0
7407,03361,2019-01-31,4.2
7408,03361,2019-02-28,4.2
7409,03361,2019-03-31,4.2
7410,03361,2019-04-30,4.1
7411,03361,2019-05-31,4.0
7412,03361,2019-06-30,4.0
7413,03361,2019-07-31,4.0
7414,03361,2019-08-31,4.0
7415,03361,2019-09-30,3.7
7416,03361,2019-10-31,3.7
7417,03361,2019-11-30,3.6
7418,03361,2019-12-31,3.6
7419,03361,2020-01-31,3.9
7420,03361,2020-02-29,3.7
7421,03361,2020-03-31,3.6
7422,03361,2020-04-30,4.1
7423,03361,2020-05-31,4.4
7424,03361,2020-06-30,4.3
7425,03361,2020-07-31,4.4
7426,03361,2020-08-31,4.5
7427,03361,2020-09-30,4.1
7428,03361,2020-10-31,4.0
7429,03361,2020-11-30,3.9
7430,03361,2020-12-31,3.9
7431,03361,2021-01-31,4.0
7432,03361,2021-02-28,4.0
7433,03361,2021-03-31,3.8
7434,03361,2021-04-30,3.8
7435,03361,2021-05-31,3.6
7436,03401,2007-05-31,12.1
7437,03401,2007-06-30,11.7
7438,03401,2007-07-31,11.5
7439,03401,2007-08-31,11.5
7440,03401,2007-09-30,11.0
7441,03401,2007-10-31,10.5
7442,03401,2007-11-30,10.4
7443,03401,2007-12-31,10.2
7444,03401,2008-01-31,10.8
7445,03401,2008-02-29,10.6
7446,03401,2008-03-31,10.4
7447,03401,2008-04-30,10.4
7448,03401,2008-05-31,10.4
7449,03401,2008-06-30,10.0
7450,03401,2008-07-31,10.3
7451,03401,2008-08-31,10.3
7452,03401,2008-09-30,9.9
7453,03401,2008-10-31,9.7
7454,03401,2008-11-30,9.6
7455,03401,2008-12-31,9.7
7456,03401,2009-01-31,11.0
7457,03401,2009-02-28,11.2
7458,03401,2009-03-31,11.0
7459,03401,2009-04-30,11.5
7460,03401,2009-05-31,11.0
7461,03401,2009-06-30,10.7
7462,03401,2009-07-31,10.8
7463,03401,2009-08-31,10.7
7464,03401,2009-09-30,10.6
7465,03401,2009-10-31,10.3
7466,03401,2009-11-30,10.0
7467,03401,2009-12-31,10.1
7468,03401,2010-01-31,10.7
7469,03401,2010-02-28,11.3
7470,03401,2010-03-31,11.3
7471,03401,2010-04-30,11.1
7472,03401,2010-05-31,10.7
7473,03401,2010-06-30,10.8
7474,03401,2010-07-31,10.8
7475,03401,2010-08-31,10.6
7476,03401,2010-09-30,10.1
7477,03401,2010-10-31,10.0
7478,03401,2010-11-30,9.5
7479,03401,2010-12-31,9.6
7480,03401,2011-01-31,10.4
7481,03401,2011-02-28,10.8
7482,03401,2011-03-31,10.4
7483,03401,2011-04-30,10.0
7484,03401,2011-05-31,10.1
7485,03401,2011-06-30,10.0
7486,03401,2011-07-31,10.5
7487,03401,2011-08-31,10.5
7488,03401,2011-09-30,10.0
7489,03401,2011-10-31,9.7
7490,03401,2011-11-30,9.6
7491,03401,2011-12-31,9.8
7492,03401,2012-01-31,10.4
7493,03401,2012-02-29,11.1
7494,03401,2012-03-31,11.1
7495,03401,2012-04-30,11.1
7496,03401,2012-05-31,10.9
7497,03401,2012-06-30,10.7
7498,03401,2012-07-31,11.1
7499,03401,2012-08-31,11.5
7500,03401,2012-09-30,10.9
7501,03401,2012-10-31,10.8
7502,03401,2012-11-30,10.7
7503,03401,2012-12-31,10.6
7504,03401,2013-01-31,11.1
7505,03401,2013-02-28,11.1
7506,03401,2013-03-31,11.2
7507,03401,2013-04-30,11.2
7508,03401,2013-05-31,10.8
7509,03401,2013-06-30,10.5
7510,03401,2013-07-31,10.7
7511,03401,2013-08-31,10.6
7512,03401,2013-09-30,10.2
7513,03401,2013-10-31,10.4
7514,03401,2013-11-30,10.2
7515,03401,2013-12-31,10.5
7516,03401,2014-01-31,11.1
7517,03401,2014-02-28,11.1
7518,03401,2014-03-31,10.9
7519,03401,2014-04-30,10.9
7520,03401,2014-05-31,10.7
7521,03401,2014-06-30,10.8
7522,03401,2014-07-31,10.8
7523,03401,2014-08-31,10.9
7524,03401,2014-09-30,10.4
7525,03401,2014-10-31,10.4
7526,03401,2014-11-30,10.5
7527,03401,2014-12-31,10.5
7528,03401,2015-01-31,11.1
7529,03401,2015-02-28,11.1
7530,03401,2015-03-31,11.0
7531,03401,2015-04-30,10.9
7532,03401,2015-05-31,10.8
7533,03401,2015-06-30,10.6
7534,03401,2015-07-31,10.8
7535,03401,2015-08-31,11.0
7536,03401,2015-09-30,10.8
7537,03401,2015-10-31,10.6
7538,03401,2015-11-30,10.5
7539,03401,2015-12-31,10.7
7540,03401,2016-01-31,11.1
7541,03401,2016-02-29,11.1
7542,03401,2016-03-31,11.0
7543,03401,2016-04-30,10.7
7544,03401,2016-05-31,10.4
7545,03401,2016-06-30,10.3
7546,03401,2016-07-31,10.5
7547,03401,2016-08-31,10.4
7548,03401,2016-09-30,10.6
7549,03401,2016-10-31,10.3
7550,03401,2016-11-30,10.1
7551,03401,2016-12-31,10.2
7552,03401,2017-01-31,10.6
7553,03401,2017-02-28,10.8
7554,03401,2017-03-31,10.8
7555,03401,2017-04-30,10.5
7556,03401,2017-05-31,10.4
7557,03401,2017-06-30,10.3
