ags5,date,ground_truth,pred,error
3453,6/30/2019,3.7,3.8218305,0.121830511
3453,7/31/2019,4,3.8133116,0.186688423
3453,8/31/2019,4,3.7845402,0.215459824
3453,9/30/2019,3.8,3.6988091,0.101190853
3453,10/31/2019,3.7,3.5983891,0.101610851
3453,11/30/2019,3.7,3.516195,0.183804941
3453,12/31/2019,3.9,3.71036,0.18963995
3454,1/31/2018,3,3.0014606,0.001460552
3454,2/28/2018,2.8,3.1001284,0.300128412
3454,3/31/2018,2.5,3.0475636,0.547563553
3454,4/30/2018,2.5,2.6382055,0.138205528
3454,5/31/2018,2.4,2.630474,0.230474091
3454,6/30/2018,2.3,2.7679944,0.467994404
3454,7/31/2018,2.6,2.6035686,0.003568554
3454,8/31/2018,2.5,2.5868716,0.086871624
3454,9/30/2018,2.4,2.564802,0.164801931
3454,10/31/2018,2.3,2.3266993,0.026699257
3454,11/30/2018,2.2,2.3487327,0.14873271
3454,12/31/2018,2.3,2.5144384,0.214438391
3454,1/31/2019,2.7,2.4710236,0.22897644
3454,2/28/2019,2.5,2.4602082,0.039791822
3454,3/31/2019,2.3,2.4333255,0.133325529
3454,4/30/2019,2.2,2.2817957,0.08179574
3454,5/31/2019,2.2,2.2455559,0.045555878
3454,6/30/2019,2.1,2.3058224,0.205822372
3454,7/31/2019,2.5,2.2777722,0.222227812
3454,8/31/2019,2.5,2.286782,0.213217974
3454,9/30/2019,2.3,2.249503,0.050497103
3454,10/31/2019,2.3,2.1407137,0.159286308
3454,11/30/2019,2.3,2.1319702,0.168029833
3454,12/31/2019,2.4,2.2677438,0.132256174
3455,1/31/2018,5.7,5.4947753,0.205224705
3455,2/28/2018,5.7,5.5397387,0.160261345
3455,3/31/2018,5.2,5.3071747,0.107174683
3455,4/30/2018,4.8,5.033781,0.233781052
3455,5/31/2018,4.6,4.9935884,0.393588448
3455,6/30/2018,4.4,5.0743213,0.67432127
3455,7/31/2018,4.7,4.7347107,0.034710693
3455,8/31/2018,4.4,4.7106557,0.310655689
3455,9/30/2018,4.2,4.6502514,0.450251389
3455,10/31/2018,4.3,4.371984,0.071984005
3455,11/30/2018,4.3,4.44221,0.142210197
3455,12/31/2018,4.6,4.8042927,0.204292679
3455,1/31/2019,5.3,4.937171,0.362829018
3455,2/28/2019,5.2,4.982675,0.217324924
3455,3/31/2019,4.9,4.9009824,0.00098238
3455,4/30/2019,4.4,4.6447196,0.244719601
3455,5/31/2019,4.1,4.5551367,0.455136681
3455,6/30/2019,3.9,4.572745,0.672744846
3455,7/31/2019,4.1,4.2063313,0.106331253
3455,8/31/2019,4.1,4.1917663,0.091766262
3455,9/30/2019,3.8,4.1399746,0.339974594
3455,10/31/2019,3.7,3.8612728,0.161272812
3455,11/30/2019,4,3.928221,0.071779013
3455,12/31/2019,4.2,4.2081823,0.008182335
3456,1/31/2018,3.6,3.5883567,0.011643267
3456,2/28/2018,3.4,3.6849399,0.284939861
3456,3/31/2018,3.3,3.658221,0.358221006
3456,4/30/2018,3.2,3.402106,0.202106047
3456,5/31/2018,2.9,3.464098,0.564097977
3456,6/30/2018,2.9,3.5793483,0.679348326
3456,7/31/2018,3.1,3.2385833,0.138583326
3456,8/31/2018,2.9,3.2567208,0.356720781
3456,9/30/2018,2.7,3.232329,0.532328892
3456,10/31/2018,2.7,2.8530092,0.153009224
3456,11/30/2018,2.7,2.9410675,0.241067457
3456,12/31/2018,2.7,3.0597312,0.359731245
3456,1/31/2019,2.7,2.9832945,0.283294487
3456,2/28/2019,2.6,3.0413177,0.441317701
3456,3/31/2019,2.5,3.0442054,0.544205427
3456,4/30/2019,2.4,2.6677976,0.267797565
3456,5/31/2019,2.4,2.67735,0.277350044
3456,6/30/2019,2.4,2.7710485,0.371048546
3456,7/31/2019,2.6,2.6101925,0.010192537
3456,8/31/2019,2.5,2.5785038,0.078503847
3456,9/30/2019,2.5,2.5451593,0.04515934
3456,10/31/2019,2.4,2.4982414,0.098241425
3456,11/30/2019,2.3,2.5052915,0.205291462
3456,12/31/2019,2.4,2.5413666,0.141366577
3457,1/31/2018,6.5,6.2324076,0.26759243
3457,2/28/2018,6.6,6.2985053,0.301494694
3457,3/31/2018,6.1,6.0752726,0.02472744
3457,4/30/2018,5.7,5.8109584,0.110958385
3457,5/31/2018,5.5,5.771233,0.271233082
3457,6/30/2018,5.2,5.8533688,0.653368759
3457,7/31/2018,5.5,5.63888,0.138879776
3457,8/31/2018,5.3,5.5018606,0.201860619
3457,9/30/2018,5.2,5.445259,0.245259094
3457,10/31/2018,5,5.187441,0.187440872
3457,11/30/2018,5.2,5.228632,0.028631973
3457,12/31/2018,5.5,5.558293,0.058292866
3457,1/31/2019,5.9,5.784853,0.115147018
3457,2/28/2019,5.9,5.8637786,0.036221409
3457,3/31/2019,5.5,5.759836,0.259836197
3457,4/30/2019,5.1,5.4278364,0.327836418
3457,5/31/2019,4.9,5.325607,0.425606823
3457,6/30/2019,4.9,5.285144,0.385143852
3457,7/31/2019,5.2,5.135904,0.064096165
3457,8/31/2019,5.3,5.06175,0.238250065
3457,9/30/2019,4.9,4.9816756,0.081675625
3457,10/31/2019,4.8,4.834408,0.034407806
3457,11/30/2019,5,4.8710766,0.128923416
3457,12/31/2019,5.3,5.126808,0.173191833
3458,1/31/2018,3.9,3.728333,0.171667004
3458,2/28/2018,3.8,3.8016222,0.001622152
3458,3/31/2018,3.6,3.7822847,0.182284737
3458,4/30/2018,3.5,3.5469017,0.046901703
3458,5/31/2018,3.4,3.503241,0.103241062
3458,6/30/2018,3.4,3.5946958,0.194695807
3458,7/31/2018,3.7,3.518885,0.181115103
3458,8/31/2018,3.6,3.4927652,0.107234812
3458,9/30/2018,3.4,3.4410882,0.0410882
3458,10/31/2018,3.3,3.3054273,0.005427313
3458,11/30/2018,3.1,3.2923121,0.192312145
3458,12/31/2018,3.1,3.4288697,0.328869724
3458,1/31/2019,3.4,3.3903108,0.009689236
3458,2/28/2019,3.4,3.4192812,0.019281244
3458,3/31/2019,3.2,3.4173965,0.217396545
3458,4/30/2019,3.2,3.1975079,0.002492142
3458,5/31/2019,3,3.1906319,0.190631866
3458,6/30/2019,3,3.288801,0.288800955
3458,7/31/2019,3.2,3.2406058,0.040605831
3458,8/31/2019,3.3,3.2651796,0.034820366
3458,9/30/2019,3,3.257305,0.257304907
3458,10/31/2019,2.9,3.0206912,0.120691156
3458,11/30/2019,2.8,2.963081,0.163080883
3458,12/31/2019,2.9,3.0496483,0.149648285
3459,1/31/2018,3.4,3.3392868,0.060713196
3459,2/28/2018,3.4,3.3853273,0.014672661
3459,3/31/2018,3.2,3.3937619,0.193761873
3459,4/30/2018,3.2,3.213842,0.013841915
3459,5/31/2018,3.1,3.2062776,0.106277609
3459,6/30/2018,3.1,3.2476788,0.147678757
3459,7/31/2018,3.3,3.1792085,0.120791483
3459,8/31/2018,3.2,3.1396146,0.060385418
3459,9/30/2018,3,3.1354136,0.135413647
3459,10/31/2018,2.9,2.990653,0.090653038
3459,11/30/2018,2.8,2.956689,0.156688881
3459,12/31/2018,2.8,3.0606601,0.260660124
3459,1/31/2019,3.1,3.0089898,0.091010189
3459,2/28/2019,3,3.0481517,0.048151731
3459,3/31/2019,2.9,3.043651,0.143651104
3459,4/30/2019,2.9,2.9057937,0.005793667
3459,5/31/2019,2.8,2.9001224,0.100122404
3459,6/30/2019,2.8,2.993128,0.193128061
3459,7/31/2019,3,2.945395,0.054605007
3459,8/31/2019,3,2.940064,0.059936047
3459,9/30/2019,2.9,2.904943,0.004942989
3459,10/31/2019,2.8,2.772044,0.027956057
3459,11/30/2019,2.8,2.7451754,0.054824638
3459,12/31/2019,2.9,2.7963364,0.103663588
3460,1/31/2018,4,3.974731,0.025269032
3460,2/28/2018,3.7,4.012035,0.312034893
3460,3/31/2018,3.6,3.9512894,0.351289415
3460,4/30/2018,3.5,3.6276703,0.127670288
3460,5/31/2018,3.3,3.6656528,0.365652752
3460,6/30/2018,3.2,3.6999774,0.499977398
3460,7/31/2018,3.5,3.4965775,0.003422499
3460,8/31/2018,3.5,3.5311856,0.031185627
3460,9/30/2018,3.4,3.4608617,0.060861683
3460,10/31/2018,3.2,3.2736945,0.073694515
3460,11/30/2018,3.2,3.3295603,0.12956028
3460,12/31/2018,3.3,3.4729936,0.172993612
3460,1/31/2019,3.7,3.4622734,0.237726641
3460,2/28/2019,3.6,3.4663503,0.133649683
3460,3/31/2019,3.4,3.443281,0.043280935
3460,4/30/2019,3.3,3.3149686,0.014968586
3460,5/31/2019,3.2,3.2097964,0.009796429
3460,6/30/2019,3.2,3.2465215,0.046521473
3460,7/31/2019,3.5,3.3063774,0.193622589
3460,8/31/2019,3.6,3.2971046,0.302895403
3460,9/30/2019,3.3,3.250562,0.049438047
3460,10/31/2019,3.2,3.1406798,0.059320164
3460,11/30/2019,3.3,3.1232271,0.176772881
3460,12/31/2019,3.5,3.247797,0.252202988
3461,1/31/2018,7.1,6.7764482,0.32355175
3461,2/28/2018,7.3,6.8034754,0.49652462
3461,3/31/2018,7,6.7776256,0.222374439
3461,4/30/2018,6.8,6.75123,0.048770237
3461,5/31/2018,6.5,6.6713057,0.171305656
3461,6/30/2018,6.3,6.7269526,0.426952553
3461,7/31/2018,6.4,6.5696573,0.169657326
3461,8/31/2018,6.2,6.4462347,0.246234703
3461,9/30/2018,6,6.4430714,0.443071365
3461,10/31/2018,5.9,6.1631274,0.263127422
3461,11/30/2018,5.8,6.1714215,0.371421528
3461,12/31/2018,6,6.344761,0.344760895
3461,1/31/2019,6.3,6.3489923,0.048992348
3461,2/28/2019,6.2,6.521544,0.32154398
3461,3/31/2019,6,6.518928,0.518928051
3461,4/30/2019,5.8,6.1474504,0.347450447
3461,5/31/2019,5.7,6.116876,0.416876125
3461,6/30/2019,5.6,6.1341214,0.534121418
3461,7/31/2019,5.9,5.858137,0.041862869
3461,8/31/2019,5.8,5.8490634,0.049063396
3461,9/30/2019,5.7,5.7686486,0.068648624
3461,10/31/2019,5.6,5.6030865,0.003086472
3461,11/30/2019,5.7,5.5879083,0.112091732
3461,12/31/2019,5.9,5.737067,0.162932777
3462,1/31/2018,8.3,7.59407,0.705930042
3462,2/28/2018,8.3,7.7581363,0.541863728
3462,3/31/2018,7,7.2088904,0.208890438
3462,4/30/2018,5.2,6.2349715,1.034971523
3462,5/31/2018,4.7,5.779841,1.079840946
3462,6/30/2018,4.4,5.9290667,1.529066658
3462,7/31/2018,4.8,5.3932137,0.593213749
3462,8/31/2018,4.6,5.327961,0.727960968
3462,9/30/2018,4.3,4.9347377,0.634737682
3462,10/31/2018,4.4,4.791364,0.391364193
3462,11/30/2018,5.2,5.2874374,0.087437439
3462,12/31/2018,6.3,5.972164,0.327835846
3462,1/31/2019,7.6,6.920494,0.67950592
3462,2/28/2019,7.8,7.0401206,0.759879398
3462,3/31/2019,6.7,6.4994097,0.200590324
3462,4/30/2019,5.1,5.7808523,0.680852318
3462,5/31/2019,4.5,5.249646,0.749646187
3462,6/30/2019,4.4,5.3073144,0.907314396
3462,7/31/2019,4.6,5.1222386,0.522238636
3462,8/31/2019,4.5,5.019689,0.519689083
3462,9/30/2019,4.1,4.61145,0.511450195
3462,10/31/2019,4.2,4.250455,0.050454903
3462,11/30/2019,4.8,4.697802,0.102197933
3462,12/31/2019,5.9,5.3055263,0.594473743
4011,1/31/2018,9.7,9.446394,0.253606033
4011,2/28/2018,9.7,9.492985,0.207015228
4011,3/31/2018,9.5,9.462471,0.037528992
4011,4/30/2018,9.5,9.380874,0.11912632
4011,5/31/2018,9.2,9.337364,0.137364197
4011,6/30/2018,9.2,9.363363,0.163363266
4011,7/31/2018,9.4,9.253384,0.146616364
4011,8/31/2018,9.3,9.238844,0.061156082
4011,9/30/2018,9.2,9.250452,0.050452042
4011,10/31/2018,9,9.120267,0.120266914
4011,11/30/2018,8.9,9.059339,0.15933857
4011,12/31/2018,8.9,9.124817,0.224816895
4011,1/31/2019,9.3,9.0732155,0.226784515
4011,2/28/2019,9.3,9.161442,0.138558197
4011,3/31/2019,9.2,9.118893,0.08110733
4011,4/30/2019,9.2,9.05456,0.145440292
4011,5/31/2019,9.5,8.937971,0.562028885
4011,6/30/2019,9.6,8.9579,0.642099953
4011,7/31/2019,9.8,9.296651,0.503349113
4011,8/31/2019,9.9,9.175744,0.724255943
4011,9/30/2019,9.6,9.024649,0.575351334
4011,10/31/2019,9.6,9.134224,0.465776062
4011,11/30/2019,9.3,8.959023,0.340976524
4011,12/31/2019,9.3,8.941629,0.35837059
4012,1/31/2018,13.4,12.71944,0.68055954
4012,2/28/2018,13.3,12.839542,0.460457611
4012,3/31/2018,13.1,12.852244,0.247755623
4012,4/30/2018,13.2,12.913198,0.286801529
4012,5/31/2018,12.8,12.684758,0.115241814
4012,6/30/2018,12.5,12.755569,0.255569458
4012,7/31/2018,12.7,12.637242,0.062757683
4012,8/31/2018,12.4,12.571345,0.171345329
4012,9/30/2018,12,12.43312,0.433119774
4012,10/31/2018,11.9,11.869944,0.030056381
4012,11/30/2018,11.6,11.861914,0.261913681
4012,12/31/2018,11.8,12.097575,0.297575188
4012,1/31/2019,12.6,12.185429,0.414571381
4012,2/28/2019,12.5,12.34965,0.150349617
4012,3/31/2019,12.5,12.433345,0.066655159
4012,4/30/2019,12.3,12.33992,0.039920044
4012,5/31/2019,12.3,12.232006,0.067993927
4012,6/30/2019,12,12.247217,0.247217178
4012,7/31/2019,12.1,12.090113,0.009887314
4012,8/31/2019,12.3,12.021366,0.278633881
4012,9/30/2019,11.9,11.823442,0.076557541
4012,10/31/2019,11.9,11.6053295,0.294670486
4012,11/30/2019,11.9,11.4669075,0.433092499
4012,12/31/2019,12.1,11.566596,0.533403969
5111,1/31/2018,7.2,7.1822004,0.017799568
5111,2/28/2018,7.1,7.271793,0.171792889
5111,3/31/2018,6.9,7.288529,0.388528919
5111,4/30/2018,6.8,7.038487,0.238486958
5111,5/31/2018,6.6,6.898679,0.29867878
5111,6/30/2018,6.6,7.0041246,0.404124641
5111,7/31/2018,6.7,6.891558,0.19155817
5111,8/31/2018,6.8,6.8868237,0.086823654
5111,9/30/2018,6.6,6.90039,0.300390148
5111,10/31/2018,6.5,6.618267,0.118267059
5111,11/30/2018,6.5,6.6445804,0.144580364
5111,12/31/2018,6.5,6.675388,0.175387859
5111,1/31/2019,6.8,6.6826,0.117399979
5111,2/28/2019,6.6,6.680578,0.080578232
5111,3/31/2019,6.5,6.625534,0.125534058
5111,4/30/2019,6.5,6.475119,0.024880886
5111,5/31/2019,6.6,6.365826,0.23417387
5111,6/30/2019,6.6,6.4363136,0.163686371
5111,7/31/2019,6.8,6.535424,0.264575768
5111,8/31/2019,6.8,6.501928,0.298072147
5111,9/30/2019,6.6,6.4215956,0.178404427
5111,10/31/2019,6.6,6.394949,0.205051041
5111,11/30/2019,6.5,6.3752055,0.124794483
5111,12/31/2019,6.5,6.4110813,0.088918686
5112,1/31/2018,12.2,12.225664,0.025664139
5112,2/28/2018,12.2,12.3277645,0.127764511
5112,3/31/2018,12,12.344246,0.344245911
5112,4/30/2018,11.8,12.066653,0.266653252
5112,5/31/2018,11.5,11.955657,0.455657005
5112,6/30/2018,11.4,11.974616,0.574616051
5112,7/31/2018,11.5,11.762611,0.262611389
5112,8/31/2018,11.3,11.734095,0.43409462
5112,9/30/2018,10.9,11.711289,0.811289406
5112,10/31/2018,10.8,11.100711,0.300710869
5112,11/30/2018,10.7,11.12415,0.424150276
5112,12/31/2018,10.6,11.242643,0.642643356
5112,1/31/2019,11.2,11.143718,0.056282234
5112,2/28/2019,11.1,11.26808,0.168079758
5112,3/31/2019,11.1,11.291608,0.191607857
5112,4/30/2019,10.9,11.048349,0.14834938
5112,5/31/2019,11,10.9596815,0.040318489
5112,6/30/2019,10.8,11.050372,0.250372124
5112,7/31/2019,10.9,10.90968,0.009680367
5112,8/31/2019,10.9,10.825014,0.074985886
5112,9/30/2019,10.6,10.702193,0.10219326
5112,10/31/2019,10.4,10.465597,0.065597153
5112,11/30/2019,10.4,10.38575,0.014250183
5112,12/31/2019,10.4,10.415402,0.015402412
5113,1/31/2018,11.2,11.183461,0.016538811
5113,2/28/2018,11.1,11.296365,0.196364784
5113,3/31/2018,10.8,11.279589,0.479588699
5113,4/30/2018,11.1,10.944157,0.155843353
5113,5/31/2018,10.6,10.862339,0.26233902
5113,6/30/2018,10.5,10.912132,0.412132263
5113,7/31/2018,10.5,10.75084,0.250840187
5113,8/31/2018,10.5,10.708168,0.20816803
5113,9/30/2018,10.2,10.734096,0.534095573
5113,10/31/2018,10.4,10.267331,0.132668877
5113,11/30/2018,10.2,10.308323,0.108322906
5113,12/31/2018,10.1,10.426216,0.326216125
5113,1/31/2019,10.6,10.319681,0.280318832
5113,2/28/2019,10.6,10.401836,0.198163605
5113,3/31/2019,10.4,10.436913,0.036912537
5113,4/30/2019,10.3,10.420112,0.120111656
5113,5/31/2019,10.2,10.227927,0.027927208
5113,6/30/2019,10.1,10.27557,0.175569916
5113,7/31/2019,10.2,10.086535,0.113464546
5113,8/31/2019,10.3,10.06845,0.231550026
5113,9/30/2019,10,10.043936,0.043935776
5113,10/31/2019,10.1,9.93162,0.168380356
5113,11/30/2019,9.8,9.829674,0.029673767
5113,12/31/2019,9.8,9.889315,0.089314651
5114,1/31/2018,10.5,10.1719265,0.328073502
5114,2/28/2018,10.7,10.1999235,0.500076485
5114,3/31/2018,10.5,10.209324,0.290676117
5114,4/30/2018,10.4,10.3316145,0.068385506
5114,5/31/2018,10.3,10.138596,0.161404419
5114,6/30/2018,10.2,10.164745,0.035254669
5114,7/31/2018,10.1,10.242372,0.142371559
5114,8/31/2018,10.2,10.159953,0.040046883
5114,9/30/2018,9.9,10.060839,0.160838699
5114,10/31/2018,9.9,9.826586,0.07341423
5114,11/30/2018,9.7,9.736009,0.036008644
5114,12/31/2018,9.7,9.810395,0.110395241
5114,1/31/2019,10,9.934369,0.065630913
5114,2/28/2019,10,9.986187,0.013813019
5114,3/31/2019,10,10.001636,0.001635551
5114,4/30/2019,10,9.941543,0.058457375
5114,5/31/2019,10.2,9.838312,0.361687851
5114,6/30/2019,10,9.856614,0.143385887
5114,7/31/2019,10.3,9.8837595,0.416240501
5114,8/31/2019,10.4,9.845683,0.554316902
5114,9/30/2019,10.1,9.716983,0.383017159
5114,10/31/2019,10,9.817799,0.182201385
5114,11/30/2019,9.8,9.623757,0.176242638
5114,12/31/2019,9.8,9.622633,0.17736702
5116,1/31/2018,10.7,9.901677,0.798322868
5116,2/28/2018,10.7,9.864902,0.835098457
5116,3/31/2018,10.5,9.751081,0.748918533
5116,4/30/2018,10.3,10.038723,0.261277008
5116,5/31/2018,9.9,9.893252,0.006747627
5116,6/30/2018,9.6,9.990899,0.390899086
5116,7/31/2018,9.7,9.99688,0.296879578
5116,8/31/2018,9.7,10.069377,0.369376945
5116,9/30/2018,9.3,10.121233,0.821232986
5116,10/31/2018,9,9.663855,0.663854599
5116,11/30/2018,8.9,9.686322,0.786322212
5116,12/31/2018,8.8,9.820632,1.020631981
5116,1/31/2019,9.1,9.499026,0.399026299
5116,2/28/2019,9.2,9.689758,0.489758301
5116,3/31/2019,9.1,9.7851,0.685099983
5116,4/30/2019,8.9,9.339162,0.439161873
5116,5/31/2019,8.9,9.207046,0.307045555
5116,6/30/2019,9.1,9.247258,0.147258186
5116,7/31/2019,9.2,9.191065,0.008935165
5116,8/31/2019,9.3,9.158105,0.141895103
5116,9/30/2019,9,9.0166025,0.016602516
5116,10/31/2019,8.6,8.817255,0.21725502
5116,11/30/2019,8.4,8.686159,0.286159134
5116,12/31/2019,8.4,8.671275,0.271275139
5117,1/31/2018,8,7.8673935,0.132606506
5117,2/28/2018,8,7.88259,0.117410183
5117,3/31/2018,7.7,7.8397946,0.139794636
5117,4/30/2018,7.6,7.678767,0.078767204
5117,5/31/2018,7.3,7.5767984,0.276798439
5117,6/30/2018,7.3,7.6204906,0.320490551
5117,7/31/2018,7.4,7.5970435,0.197043514
5117,8/31/2018,7.3,7.5763135,0.276313496
5117,9/30/2018,7,7.611027,0.611026764
5117,10/31/2018,6.9,7.1779785,0.277978516
5117,11/30/2018,7,7.2318,0.231800079
5117,12/31/2018,6.9,7.349945,0.449945068
5117,1/31/2019,7.3,7.2706327,0.029367256
5117,2/28/2019,7.3,7.342929,0.042928886
5117,3/31/2019,7.2,7.297683,0.097682762
5117,4/30/2019,7.2,7.145278,0.054722023
5117,5/31/2019,7.1,7.0315547,0.068445301
5117,6/30/2019,7,7.1204715,0.120471478
5117,7/31/2019,7.1,7.071617,0.028382874
5117,8/31/2019,7.2,6.9570737,0.242926311
5117,9/30/2019,7.1,6.905847,0.194152927
5117,10/31/2019,7.1,6.84631,0.253689861
5117,11/30/2019,7,6.797367,0.202632904
5117,12/31/2019,7.1,6.812301,0.287698841
5119,1/31/2018,10.7,10.496833,0.203167152
5119,2/28/2018,10.7,10.533648,0.166352463
5119,3/31/2018,10.6,10.462535,0.137465096
5119,4/30/2018,10.6,10.4186535,0.181346512
5119,5/31/2018,10.1,10.360221,0.260220909
5119,6/30/2018,10.3,10.480957,0.180957031
5119,7/31/2018,10.3,10.406945,0.106945229
5119,8/31/2018,10.1,10.3639965,0.263996506
5119,9/30/2018,9.8,10.301322,0.501321983
5119,10/31/2018,9.6,9.875813,0.275812531
5119,11/30/2018,9.6,9.930415,0.330415154
5119,12/31/2018,9.7,9.982758,0.282757568
5119,1/31/2019,10.1,9.921787,0.178212738
5119,2/28/2019,10.1,10.08613,0.013869858
5119,3/31/2019,9.7,10.010995,0.310994911
5119,4/30/2019,9.9,9.8321,0.067900085
5119,5/31/2019,9.9,9.744063,0.155936623
5119,6/30/2019,9.8,9.877027,0.077026558
5119,7/31/2019,10,9.871237,0.128763199
5119,8/31/2019,10,9.701137,0.298863411
5119,9/30/2019,9.7,9.601116,0.09888382
5119,10/31/2019,9.7,9.449403,0.250597191
5119,11/30/2019,9.5,9.381074,0.118926048
5119,12/31/2019,9.7,9.542477,0.157523346
5120,1/31/2018,8.4,8.293509,0.10649147
5120,2/28/2018,8,8.257032,0.257032394
5120,3/31/2018,7.7,8.240691,0.540691185
5120,4/30/2018,7.6,7.9368296,0.336829567
5120,5/31/2018,7.5,7.9452157,0.445215702
5120,6/30/2018,7.4,8.116257,0.716256714
5120,7/31/2018,7.4,7.8181124,0.418112373
5120,8/31/2018,7.3,7.8798184,0.579818439
5120,9/30/2018,7.1,7.8846283,0.784628296
5120,10/31/2018,7,7.36033,0.360330105
5120,11/30/2018,7,7.4906125,0.490612507
5120,12/31/2018,6.9,7.6239676,0.723967648
5120,1/31/2019,7.2,7.38933,0.18932991
5120,2/28/2019,7.1,7.3525534,0.252553368
5120,3/31/2019,7,7.324194,0.324193954
5120,4/30/2019,7.2,7.1005597,0.099440289
5120,5/31/2019,7.2,7.068544,0.131456089
5120,6/30/2019,7,7.1197495,0.119749546
5120,7/31/2019,7,7.0683413,0.068341255
5120,8/31/2019,7,6.96924,0.030759811
5120,9/30/2019,6.8,6.9478726,0.147872639
5120,10/31/2019,6.9,6.763418,0.136581802
5120,11/30/2019,7,6.737367,0.262632847
5120,12/31/2019,7.2,6.7814417,0.418558311
5122,1/31/2018,8,8.198321,0.198321342
5122,2/28/2018,8,8.286738,0.286738396
5122,3/31/2018,7.8,8.276765,0.47676487
5122,4/30/2018,7.7,7.872285,0.172284889
5122,5/31/2018,7.6,7.7646413,0.164641285
5122,6/30/2018,7.6,7.8285584,0.228558445
5122,7/31/2018,7.7,7.873367,0.173366833
5122,8/31/2018,7.7,7.9081187,0.208118725
5122,9/30/2018,7.6,7.8844175,0.284417534
5122,10/31/2018,7.4,7.584082,0.184082127
5122,11/30/2018,7.2,7.5320415,0.33204155
5122,12/31/2018,7.2,7.565995,0.365995216
5122,1/31/2019,7.5,7.4429383,0.057061672
5122,2/28/2019,7.3,7.4861803,0.186180305
5122,3/31/2019,7.3,7.4533725,0.153372478
5122,4/30/2019,7.2,7.284714,0.084714222
5122,5/31/2019,7,7.246539,0.246539116
5122,6/30/2019,7,7.286912,0.286911964
5122,7/31/2019,7,7.1819725,0.181972504
5122,8/31/2019,7.1,7.262499,0.162498856
5122,9/30/2019,6.9,7.234269,0.334269142
5122,10/31/2019,6.9,6.922997,0.022996998
5122,11/30/2019,6.7,6.9280214,0.228021431
5122,12/31/2019,6.8,6.9370637,0.137063694
5124,1/31/2018,9.2,9.159959,0.040041161
5124,2/28/2018,9.1,9.171243,0.071242714
5124,3/31/2018,8.8,9.175917,0.375916672
5124,4/30/2018,8.5,8.911292,0.411292076
5124,5/31/2018,8.2,8.7299,0.52990036
5124,6/30/2018,8.1,8.780444,0.680444145
5124,7/31/2018,8.2,8.488173,0.288172531
5124,8/31/2018,8.5,8.595514,0.095514297
5124,9/30/2018,8.2,8.670395,0.470394897
5124,10/31/2018,7.9,8.305789,0.405788994
5124,11/30/2018,7.8,8.286306,0.486306381
5124,12/31/2018,7.7,8.359116,0.659115601
5124,1/31/2019,8.2,8.279162,0.079162407
5124,2/28/2019,8.1,8.339031,0.239031219
5124,3/31/2019,8,8.310833,0.310832977
5124,4/30/2019,7.9,8.014458,0.114457703
5124,5/31/2019,8.1,7.796326,0.30367384
5124,6/30/2019,8,7.8682504,0.13174963
5124,7/31/2019,8.2,8.024974,0.175026131
5124,8/31/2019,8.4,8.037046,0.362953568
5124,9/30/2019,8.1,7.929276,0.17072401
5124,10/31/2019,8,7.8135996,0.186400414
5124,11/30/2019,8,7.6888614,0.31113863
5124,12/31/2019,8,7.702544,0.297455788
5154,1/31/2018,6,6.113224,0.11322403
5154,2/28/2018,6,6.127796,0.127796173
5154,3/31/2018,5.8,6.1224713,0.322471333
5154,4/30/2018,5.8,5.865706,0.065705967
5154,5/31/2018,5.6,5.8231463,0.223146343
5154,6/30/2018,5.5,5.907055,0.407054901
5154,7/31/2018,5.6,5.793087,0.193087006
5154,8/31/2018,5.7,5.7977433,0.09774332
5154,9/30/2018,5.5,5.775306,0.275306225
5154,10/31/2018,5.4,5.539389,0.139389133
5154,11/30/2018,5.3,5.5078955,0.20789547
5154,12/31/2018,5.4,5.5811095,0.181109524
5154,1/31/2019,5.6,5.541827,0.058172798
5154,2/28/2019,5.5,5.577926,0.077926159
5154,3/31/2019,5.4,5.571383,0.171382999
5154,4/30/2019,5.3,5.4251237,0.125123692
5154,5/31/2019,5.1,5.3339744,0.233974361
5154,6/30/2019,5,5.3653145,0.365314484
5154,7/31/2019,5.2,5.2266297,0.026629734
5154,8/31/2019,5.3,5.2833905,0.016609478
5154,9/30/2019,5,5.2451243,0.24512434
5154,10/31/2019,4.8,5.058143,0.258143139
5154,11/30/2019,4.7,5.054076,0.354076195
5154,12/31/2019,4.8,5.139189,0.339188766
5158,1/31/2018,6.2,6.1072536,0.092746449
5158,2/28/2018,6.2,6.127701,0.072299194
5158,3/31/2018,6,6.105318,0.105318069
5158,4/30/2018,6,5.988128,0.011871815
5158,5/31/2018,5.7,5.939698,0.239698219
5158,6/30/2018,5.6,5.995634,0.395634079
5158,7/31/2018,5.7,5.856295,0.156295109
5158,8/31/2018,5.8,5.8722897,0.072289658
5158,9/30/2018,5.6,5.8546634,0.254663372
5158,10/31/2018,5.5,5.6322446,0.132244587
5158,11/30/2018,5.5,5.617558,0.117558002
5158,12/31/2018,5.4,5.715657,0.315657234
5158,1/31/2019,5.7,5.652902,0.047097874
5158,2/28/2019,5.6,5.719056,0.119056129
5158,3/31/2019,5.5,5.7231865,0.223186493
5158,4/30/2019,5.5,5.5658417,0.065841675
5158,5/31/2019,5.7,5.426161,0.273839188
5158,6/30/2019,5.6,5.4777665,0.122233486
5158,7/31/2019,5.7,5.570903,0.129097176
5158,8/31/2019,5.9,5.5213623,0.378637695
