ags5,date,unemployment_rate
05162,2014-11-30,6.1
05162,2014-12-31,6.1
05162,2015-01-31,6.4
05162,2015-02-28,6.4
05162,2015-03-31,6.3
05162,2015-04-30,6.2
05162,2015-05-31,6.1
05162,2015-06-30,6.1
05162,2015-07-31,6.3
05162,2015-08-31,6.2
05162,2015-09-30,6.0
05162,2015-10-31,6.0
05162,2015-11-30,5.9
05162,2015-12-31,5.9
05162,2016-01-31,6.1
05162,2016-02-29,6.0
05162,2016-03-31,6.0
05162,2016-04-30,5.9
05162,2016-05-31,5.7
05162,2016-06-30,5.6
05162,2016-07-31,5.7
05162,2016-08-31,5.6
05162,2016-09-30,5.4
05162,2016-10-31,5.3
05162,2016-11-30,5.3
05162,2016-12-31,5.3
05162,2017-01-31,5.6
05162,2017-02-28,5.7
05162,2017-03-31,5.7
05162,2017-04-30,5.7
05162,2017-05-31,5.7
05162,2017-06-30,5.7
05162,2017-07-31,5.8
05162,2017-08-31,5.9
05162,2017-09-30,5.7
05162,2017-10-31,5.6
05162,2017-11-30,5.5
05162,2017-12-31,5.5
05162,2018-01-31,5.7
05162,2018-02-28,5.7
05162,2018-03-31,5.5
05162,2018-04-30,5.5
05162,2018-05-31,5.3
05162,2018-06-30,5.3
05162,2018-07-31,5.4
05162,2018-08-31,5.4
05162,2018-09-30,5.0
05162,2018-10-31,4.9
05162,2018-11-30,4.9
05162,2018-12-31,4.8
05162,2019-01-31,5.1
05162,2019-02-28,5.1
05162,2019-03-31,5.1
05162,2019-04-30,5.0
05162,2019-05-31,5.0
05162,2019-06-30,5.0
05162,2019-07-31,5.1
05162,2019-08-31,5.2
05162,2019-09-30,4.9
05162,2019-10-31,4.9
05162,2019-11-30,4.8
05162,2019-12-31,4.9
05166,2010-01-31,7.6
05166,2010-02-28,7.8
05166,2010-03-31,7.7
05166,2010-04-30,7.6
05166,2010-05-31,7.3
05166,2010-06-30,7.2
05166,2010-07-31,7.5
05166,2010-08-31,7.5
05166,2010-09-30,7.1
05166,2010-10-31,7.1
05166,2010-11-30,7.1
05166,2010-12-31,7.2
05166,2011-01-31,7.7
05166,2011-02-28,7.5
05166,2011-03-31,7.3
05166,2011-04-30,7.1
05166,2011-05-31,7.0
05166,2011-06-30,6.9
05166,2011-07-31,7.0
05166,2011-08-31,7.0
05166,2011-09-30,6.7
05166,2011-10-31,6.7
05166,2011-11-30,6.6
05166,2011-12-31,6.8
05166,2012-01-31,7.3
05166,2012-02-29,7.4
05166,2012-03-31,7.2
05166,2012-04-30,7.3
05166,2012-05-31,7.1
05166,2012-06-30,7.0
05166,2012-07-31,7.2
05166,2012-08-31,7.2
05166,2012-09-30,7.0
05166,2012-10-31,6.9
05166,2012-11-30,6.8
05166,2012-12-31,7.0
05166,2013-01-31,7.4
05166,2013-02-28,7.5
05166,2013-03-31,7.3
05166,2013-04-30,7.4
05166,2013-05-31,7.3
05166,2013-06-30,7.2
05166,2013-07-31,7.4
05166,2013-08-31,7.3
05166,2013-09-30,7.1
05166,2013-10-31,7.1
05166,2013-11-30,7.1
05166,2013-12-31,7.1
05166,2014-01-31,7.5
05166,2014-02-28,7.6
05166,2014-03-31,7.4
05166,2014-04-30,7.3
05166,2014-05-31,7.1
05166,2014-06-30,7.1
05166,2014-07-31,7.3
05166,2014-08-31,7.2
05166,2014-09-30,7.0
05166,2014-10-31,6.9
05166,2014-11-30,6.8
05166,2014-12-31,6.8
05166,2015-01-31,7.1
05166,2015-02-28,7.3
05166,2015-03-31,7.1
05166,2015-04-30,7.0
05166,2015-05-31,6.9
05166,2015-06-30,6.9
05166,2015-07-31,7.0
05166,2015-08-31,6.9
05166,2015-09-30,6.8
05166,2015-10-31,6.8
05166,2015-11-30,6.7
05166,2015-12-31,6.6
05166,2016-01-31,6.9
05166,2016-02-29,7.0
05166,2016-03-31,7.0
05166,2016-04-30,7.0
05166,2016-05-31,6.9
05166,2016-06-30,6.7
05166,2016-07-31,6.8
05166,2016-08-31,6.9
05166,2016-09-30,6.6
05166,2016-10-31,6.6
05166,2016-11-30,6.6
05166,2016-12-31,6.5
05166,2017-01-31,6.8
05166,2017-02-28,6.8
05166,2017-03-31,6.7
05166,2017-04-30,6.5
05166,2017-05-31,6.5
05166,2017-06-30,6.4
05166,2017-07-31,6.5
05166,2017-08-31,6.5
05166,2017-09-30,6.2
05166,2017-10-31,6.1
05166,2017-11-30,6.1
05166,2017-12-31,6.1
05166,2018-01-31,6.4
05166,2018-02-28,6.4
05166,2018-03-31,6.2
05166,2018-04-30,6.2
05166,2018-05-31,5.9
05166,2018-06-30,5.8
05166,2018-07-31,5.9
05166,2018-08-31,6.0
05166,2018-09-30,5.7
05166,2018-10-31,5.6
05166,2018-11-30,5.5
05166,2018-12-31,5.5
05166,2019-01-31,5.6
05166,2019-02-28,5.6
05166,2019-03-31,5.5
05166,2019-04-30,5.3
05166,2019-05-31,5.3
05166,2019-06-30,5.2
05166,2019-07-31,5.4
05166,2019-08-31,5.4
05166,2019-09-30,5.1
05166,2019-10-31,5.1
05166,2019-11-30,5.0
05166,2019-12-31,5.0
05170,2010-01-31,8.0
05170,2010-02-28,8.2
05170,2010-03-31,8.1
05170,2010-04-30,7.9
05170,2010-05-31,7.7
05170,2010-06-30,7.7
05170,2010-07-31,7.9
05170,2010-08-31,7.8
05170,2010-09-30,7.3
05170,2010-10-31,7.1
05170,2010-11-30,7.1
05170,2010-12-31,7.2
05170,2011-01-31,7.7
05170,2011-02-28,7.6
05170,2011-03-31,7.6
05170,2011-04-30,7.5
05170,2011-05-31,7.2
05170,2011-06-30,7.1
05170,2011-07-31,7.2
05170,2011-08-31,7.3
05170,2011-09-30,7.0
05170,2011-10-31,7.0
05170,2011-11-30,6.7
05170,2011-12-31,6.5
05170,2012-01-31,7.2
05170,2012-02-29,7.3
05170,2012-03-31,7.2
05170,2012-04-30,7.2
05170,2012-05-31,7.1
05170,2012-06-30,7.1
05170,2012-07-31,7.3
05170,2012-08-31,7.3
05170,2012-09-30,6.9
05170,2012-10-31,6.8
05170,2012-11-30,6.7
05170,2012-12-31,6.7
05170,2013-01-31,7.5
05170,2013-02-28,7.6
05170,2013-03-31,7.5
05170,2013-04-30,7.5
05170,2013-05-31,7.5
05170,2013-06-30,7.4
05170,2013-07-31,7.5
05170,2013-08-31,7.6
05170,2013-09-30,7.5
05170,2013-10-31,7.3
05170,2013-11-30,7.1
05170,2013-12-31,7.2
05170,2014-01-31,7.8
05170,2014-02-28,7.9
05170,2014-03-31,7.9
05170,2014-04-30,7.8
05170,2014-05-31,7.8
05170,2014-06-30,7.7
05170,2014-07-31,7.9
05170,2014-08-31,7.9
05170,2014-09-30,7.6
05170,2014-10-31,7.5
05170,2014-11-30,7.4
05170,2014-12-31,7.3
05170,2015-01-31,7.8
05170,2015-02-28,8.0
05170,2015-03-31,7.9
05170,2015-04-30,7.8
05170,2015-05-31,7.6
05170,2015-06-30,7.5
05170,2015-07-31,7.7
05170,2015-08-31,7.5
05170,2015-09-30,7.2
05170,2015-10-31,7.1
05170,2015-11-30,7.0
05170,2015-12-31,7.0
05170,2016-01-31,7.4
05170,2016-02-29,7.4
05170,2016-03-31,7.3
05170,2016-04-30,7.1
05170,2016-05-31,7.0
05170,2016-06-30,7.0
05170,2016-07-31,7.1
05170,2016-08-31,7.1
05170,2016-09-30,6.9
05170,2016-10-31,6.8
05170,2016-11-30,6.8
05170,2016-12-31,6.8
05170,2017-01-31,7.2
05170,2017-02-28,7.1
05170,2017-03-31,7.1
05170,2017-04-30,7.1
05170,2017-05-31,7.0
05170,2017-06-30,6.9
05170,2017-07-31,7.0
05170,2017-08-31,7.0
05170,2017-09-30,6.7
05170,2017-10-31,6.5
05170,2017-11-30,6.4
05170,2017-12-31,6.3
05170,2018-01-31,6.6
05170,2018-02-28,6.6
05170,2018-03-31,6.5
05170,2018-04-30,6.4
05170,2018-05-31,6.3
05170,2018-06-30,6.2
05170,2018-07-31,6.3
05170,2018-08-31,6.4
05170,2018-09-30,6.2
05170,2018-10-31,6.0
05170,2018-11-30,5.9
05170,2018-12-31,5.9
05170,2019-01-31,6.2
05170,2019-02-28,6.1
05170,2019-03-31,6.0
05170,2019-04-30,6.0
05170,2019-05-31,6.0
05170,2019-06-30,5.9
05170,2019-07-31,6.0
05170,2019-08-31,6.1
05170,2019-09-30,5.9
05170,2019-10-31,5.7
05170,2019-11-30,5.6
05170,2019-12-31,5.7
05314,2010-01-31,7.4
05314,2010-02-28,7.3
05314,2010-03-31,7.2
05314,2010-04-30,7.2
05314,2010-05-31,6.9
05314,2010-06-30,6.9
05314,2010-07-31,7.1
05314,2010-08-31,7.1
05314,2010-09-30,6.9
05314,2010-10-31,6.9
05314,2010-11-30,6.6
05314,2010-12-31,6.6
05314,2011-01-31,7.0
05314,2011-02-28,6.9
05314,2011-03-31,6.8
05314,2011-04-30,6.7
05314,2011-05-31,6.6
05314,2011-06-30,6.4
05314,2011-07-31,6.6
05314,2011-08-31,6.6
05314,2011-09-30,6.4
05314,2011-10-31,6.4
05314,2011-11-30,6.2
05314,2011-12-31,6.3
05314,2012-01-31,6.8
05314,2012-02-29,6.9
05314,2012-03-31,6.8
05314,2012-04-30,6.9
05314,2012-05-31,6.7
05314,2012-06-30,6.8
05314,2012-07-31,7.0
05314,2012-08-31,7.1
05314,2012-09-30,6.9
05314,2012-10-31,6.9
05314,2012-11-30,6.8
05314,2012-12-31,6.8
05314,2013-01-31,7.2
05314,2013-02-28,7.3
05314,2013-03-31,7.2
05314,2013-04-30,7.1
05314,2013-05-31,6.9
05314,2013-06-30,6.9
05314,2013-07-31,7.1
05314,2013-08-31,7.2
05314,2013-09-30,7.1
05314,2013-10-31,7.1
05314,2013-11-30,7.0
05314,2013-12-31,7.0
05314,2014-01-31,7.3
05314,2014-02-28,7.4
05314,2014-03-31,7.3
05314,2014-04-30,7.3
05314,2014-05-31,7.2
05314,2014-06-30,7.1
05314,2014-07-31,7.3
05314,2014-08-31,7.3
05314,2014-09-30,7.3
05314,2014-10-31,7.2
05314,2014-11-30,7.1
05314,2014-12-31,7.1
05314,2015-01-31,7.4
05314,2015-02-28,7.5
05314,2015-03-31,7.4
05314,2015-04-30,7.4
05314,2015-05-31,7.2
05314,2015-06-30,7.3
05314,2015-07-31,7.5
05314,2015-08-31,7.4
05314,2015-09-30,7.3
05314,2015-10-31,7.2
05314,2015-11-30,7.2
05314,2015-12-31,7.2
05314,2016-01-31,7.4
05314,2016-02-29,7.5
05314,2016-03-31,7.5
05314,2016-04-30,7.4
05314,2016-05-31,7.0
05314,2016-06-30,6.9
05314,2016-07-31,7.1
05314,2016-08-31,7.2
05314,2016-09-30,7.0
05314,2016-10-31,6.9
05314,2016-11-30,6.8
05314,2016-12-31,6.7
05314,2017-01-31,6.8
05314,2017-02-28,6.8
05314,2017-03-31,6.7
05314,2017-04-30,6.6
05314,2017-05-31,6.5
05314,2017-06-30,6.5
05314,2017-07-31,6.7
05314,2017-08-31,6.9
05314,2017-09-30,6.6
05314,2017-10-31,6.6
05314,2017-11-30,6.7
05314,2017-12-31,6.6
05314,2018-01-31,6.9
05314,2018-02-28,6.9
05314,2018-03-31,6.8
05314,2018-04-30,6.6
05314,2018-05-31,6.4
05314,2018-06-30,6.2
05314,2018-07-31,6.4
05314,2018-08-31,6.5
05314,2018-09-30,6.2
05314,2018-10-31,6.1
05314,2018-11-30,6.1
05314,2018-12-31,6.1
05314,2019-01-31,6.4
05314,2019-02-28,6.4
05314,2019-03-31,6.3
05314,2019-04-30,6.1
05314,2019-05-31,6.3
05314,2019-06-30,6.3
05314,2019-07-31,6.5
05314,2019-08-31,6.6
05314,2019-09-30,6.3
05314,2019-10-31,6.3
05314,2019-11-30,6.2
05314,2019-12-31,6.2
05315,2010-01-31,10.8
05315,2010-02-28,10.5
05315,2010-03-31,10.3
05315,2010-04-30,10.1
05315,2010-05-31,9.9
05315,2010-06-30,9.8
05315,2010-07-31,10.3
05315,2010-08-31,10.3
05315,2010-09-30,9.9
05315,2010-10-31,9.8
05315,2010-11-30,9.6
05315,2010-12-31,9.5
05315,2011-01-31,10.2
05315,2011-02-28,10.1
05315,2011-03-31,10.2
05315,2011-04-30,10.0
05315,2011-05-31,9.8
05315,2011-06-30,9.6
05315,2011-07-31,9.8
05315,2011-08-31,9.7
05315,2011-09-30,9.2
05315,2011-10-31,9.0
05315,2011-11-30,8.5
05315,2011-12-31,8.6
05315,2012-01-31,9.3
05315,2012-02-29,9.4
05315,2012-03-31,9.7
05315,2012-04-30,10.1
05315,2012-05-31,9.9
05315,2012-06-30,9.7
05315,2012-07-31,9.8
05315,2012-08-31,9.6
05315,2012-09-30,9.2
05315,2012-10-31,9.1
05315,2012-11-30,9.0
05315,2012-12-31,9.0
05315,2013-01-31,9.6
05315,2013-02-28,9.9
05315,2013-03-31,9.8
05315,2013-04-30,9.8
05315,2013-05-31,9.4
05315,2013-06-30,9.3
05315,2013-07-31,9.6
05315,2013-08-31,9.8
05315,2013-09-30,9.6
05315,2013-10-31,9.5
05315,2013-11-30,9.5
05315,2013-12-31,9.5
05315,2014-01-31,9.9
05315,2014-02-28,10.0
05315,2014-03-31,10.0
05315,2014-04-30,9.9
05315,2014-05-31,9.6
05315,2014-06-30,9.6
05315,2014-07-31,9.8
05315,2014-08-31,9.8
05315,2014-09-30,9.4
05315,2014-10-31,9.3
05315,2014-11-30,9.1
05315,2014-12-31,9.1
05315,2015-01-31,9.6
05315,2015-02-28,9.7
05315,2015-03-31,9.7
05315,2015-04-30,9.8
05315,2015-05-31,9.4
05315,2015-06-30,9.3
05315,2015-07-31,9.6
05315,2015-08-31,9.4
05315,2015-09-30,9.2
05315,2015-10-31,9.2
05315,2015-11-30,8.9
05315,2015-12-31,8.8
05315,2016-01-31,9.3
05315,2016-02-29,9.3
05315,2016-03-31,9.2
05315,2016-04-30,9.1
05315,2016-05-31,8.7
05315,2016-06-30,8.5
05315,2016-07-31,8.7
05315,2016-08-31,8.7
05315,2016-09-30,8.5
05315,2016-10-31,8.4
05315,2016-11-30,8.3
05315,2016-12-31,8.1
05315,2017-01-31,8.5
05315,2017-02-28,8.5
05315,2017-03-31,8.5
05315,2017-04-30,8.6
05315,2017-05-31,8.5
05315,2017-06-30,8.5
05315,2017-07-31,8.6
05315,2017-08-31,8.6
05315,2017-09-30,8.4
05315,2017-10-31,8.2
05315,2017-11-30,8.2
05315,2017-12-31,8.1
05315,2018-01-31,8.4
05315,2018-02-28,8.4
05315,2018-03-31,8.2
05315,2018-04-30,8.2
05315,2018-05-31,7.9
05315,2018-06-30,7.7
05315,2018-07-31,7.8
05315,2018-08-31,7.9
05315,2018-09-30,7.6
05315,2018-10-31,7.4
05315,2018-11-30,7.4
05315,2018-12-31,7.4
05315,2019-01-31,7.8
05315,2019-02-28,7.7
05315,2019-03-31,7.8
05315,2019-04-30,7.7
05315,2019-05-31,7.8
05315,2019-06-30,7.9
05315,2019-07-31,8.0
05315,2019-08-31,8.1
05315,2019-09-30,7.9
05315,2019-10-31,7.8
05315,2019-11-30,7.6
05315,2019-12-31,7.6
05316,2010-01-31,8.6
05316,2010-02-28,8.6
05316,2010-03-31,8.4
05316,2010-04-30,8.4
05316,2010-05-31,8.1
05316,2010-06-30,8.0
05316,2010-07-31,8.1
05316,2010-08-31,8.0
05316,2010-09-30,7.6
05316,2010-10-31,7.5
05316,2010-11-30,7.5
05316,2010-12-31,7.3
05316,2011-01-31,7.7
05316,2011-02-28,7.7
05316,2011-03-31,7.9
05316,2011-04-30,7.9
05316,2011-05-31,7.7
05316,2011-06-30,7.8
05316,2011-07-31,7.9
05316,2011-08-31,8.0
05316,2011-09-30,7.7
05316,2011-10-31,7.5
05316,2011-11-30,7.5
05316,2011-12-31,7.4
05316,2012-01-31,7.8
05316,2012-02-29,8.0
05316,2012-03-31,8.1
05316,2012-04-30,8.1
05316,2012-05-31,7.9
05316,2012-06-30,7.9
05316,2012-07-31,8.2
05316,2012-08-31,8.1
05316,2012-09-30,8.0
05316,2012-10-31,7.9
05316,2012-11-30,7.9
05316,2012-12-31,7.9
05316,2013-01-31,8.2
05316,2013-02-28,8.4
05316,2013-03-31,8.2
05316,2013-04-30,8.2
05316,2013-05-31,8.3
05316,2013-06-30,8.3
05316,2013-07-31,8.5
05316,2013-08-31,8.6
05316,2013-09-30,8.4
05316,2013-10-31,8.3
05316,2013-11-30,8.2
05316,2013-12-31,8.4
05316,2014-01-31,8.7
05316,2014-02-28,8.7
05316,2014-03-31,8.7
05316,2014-04-30,8.5
05316,2014-05-31,8.5
05316,2014-06-30,8.6
05316,2014-07-31,8.7
05316,2014-08-31,8.8
05316,2014-09-30,8.5
05316,2014-10-31,8.6
05316,2014-11-30,8.3
05316,2014-12-31,8.4
05316,2015-01-31,8.8
05316,2015-02-28,8.9
05316,2015-03-31,8.9
05316,2015-04-30,8.9
05316,2015-05-31,8.8
05316,2015-06-30,8.8
05316,2015-07-31,9.1
05316,2015-08-31,9.0
05316,2015-09-30,8.7
05316,2015-10-31,8.5
05316,2015-11-30,8.2
05316,2015-12-31,8.4
05316,2016-01-31,8.8
05316,2016-02-29,9.0
05316,2016-03-31,8.9
05316,2016-04-30,9.1
05316,2016-05-31,8.9
05316,2016-06-30,8.7
05316,2016-07-31,8.8
05316,2016-08-31,8.8
05316,2016-09-30,8.4
05316,2016-10-31,8.3
05316,2016-11-30,8.3
05316,2016-12-31,8.4
05316,2017-01-31,8.7
05316,2017-02-28,8.6
05316,2017-03-31,8.6
05316,2017-04-30,8.5
05316,2017-05-31,8.3
05316,2017-06-30,8.2
05316,2017-07-31,8.3
05316,2017-08-31,8.2
05316,2017-09-30,7.9
05316,2017-10-31,7.6
05316,2017-11-30,7.6
05316,2017-12-31,7.4
05316,2018-01-31,7.6
05316,2018-02-28,7.7
05316,2018-03-31,7.6
05316,2018-04-30,7.5
05316,2018-05-31,7.3
05316,2018-06-30,7.2
05316,2018-07-31,7.3
05316,2018-08-31,7.1
05316,2018-09-30,6.8
05316,2018-10-31,6.7
05316,2018-11-30,7.1
05316,2018-12-31,7.0
05316,2019-01-31,7.2
05316,2019-02-28,7.2
05316,2019-03-31,7.2
05316,2019-04-30,7.2
05316,2019-05-31,7.2
05316,2019-06-30,7.2
05316,2019-07-31,7.4
05316,2019-08-31,7.5
05316,2019-09-30,7.0
05316,2019-10-31,7.3
05316,2019-11-30,7.1
05316,2019-12-31,7.1
05334,2010-01-31,9.6
05334,2010-02-28,9.9
05334,2010-03-31,9.8
05334,2010-04-30,9.7
05334,2010-05-31,9.4
05334,2010-06-30,9.2
05334,2010-07-31,9.1
05334,2010-08-31,9.1
05334,2010-09-30,8.8
05334,2010-10-31,8.6
05334,2010-11-30,8.6
05334,2010-12-31,8.8
05334,2011-01-31,9.5
05334,2011-02-28,9.6
05334,2011-03-31,9.6
05334,2011-04-30,9.6
05334,2011-05-31,9.3
05334,2011-06-30,9.0
05334,2011-07-31,9.1
05334,2011-08-31,9.1
05334,2011-09-30,8.7
05334,2011-10-31,8.4
05334,2011-11-30,8.3
05334,2011-12-31,8.3
05334,2012-01-31,8.9
05334,2012-02-29,8.9
05334,2012-03-31,8.9
05334,2012-04-30,9.0
05334,2012-05-31,8.5
05334,2012-06-30,8.5
05334,2012-07-31,8.6
05334,2012-08-31,8.8
05334,2012-09-30,8.4
05334,2012-10-31,8.4
05334,2012-11-30,8.3
05334,2012-12-31,8.4
05334,2013-01-31,8.9
05334,2013-02-28,9.0
05334,2013-03-31,9.0
05334,2013-04-30,9.2
05334,2013-05-31,9.0
05334,2013-06-30,8.8
05334,2013-07-31,8.9
05334,2013-08-31,9.0
05334,2013-09-30,8.7
05334,2013-10-31,8.5
05334,2013-11-30,8.6
05334,2013-12-31,8.6
05334,2014-01-31,9.2
05334,2014-02-28,9.2
05334,2014-03-31,9.2
05334,2014-04-30,9.1
05334,2014-05-31,8.9
05334,2014-06-30,8.8
05334,2014-07-31,8.9
05334,2014-08-31,8.9
05334,2014-09-30,8.6
05334,2014-10-31,8.5
05334,2014-11-30,8.5
05334,2014-12-31,8.5
05334,2015-01-31,8.9
05334,2015-02-28,8.8
05334,2015-03-31,8.7
05334,2015-04-30,8.7
05334,2015-05-31,8.5
05334,2015-06-30,8.6
05334,2015-07-31,8.7
05334,2015-08-31,8.5
05334,2015-09-30,8.2
05334,2015-10-31,8.2
05334,2015-11-30,8.1
05334,2015-12-31,8.1
05334,2016-01-31,8.6
05334,2016-02-29,8.7
05334,2016-03-31,8.7
05334,2016-04-30,8.6
05334,2016-05-31,8.2
05334,2016-06-30,8.0
05334,2016-07-31,8.0
05334,2016-08-31,7.9
05334,2016-09-30,7.7
05334,2016-10-31,7.6
05334,2016-11-30,7.6
05334,2016-12-31,7.6
05334,2017-01-31,8.0
05334,2017-02-28,8.2
05334,2017-03-31,8.2
05334,2017-04-30,8.2
05334,2017-05-31,7.8
05334,2017-06-30,7.7
05334,2017-07-31,7.9
05334,2017-08-31,7.9
05334,2017-09-30,7.6
05334,2017-10-31,7.5
05334,2017-11-30,7.4
05334,2017-12-31,7.3
05334,2018-01-31,7.6
05334,2018-02-28,7.7
05334,2018-03-31,7.6
05334,2018-04-30,7.4
05334,2018-05-31,6.9
05334,2018-06-30,6.9
05334,2018-07-31,6.9
05334,2018-08-31,7.0
05334,2018-09-30,6.8
05334,2018-10-31,6.6
05334,2018-11-30,6.5
05334,2018-12-31,6.5
05334,2019-01-31,6.9
05334,2019-02-28,6.9
05334,2019-03-31,6.9
05334,2019-04-30,6.9
05334,2019-05-31,7.0
05334,2019-06-30,6.9
05334,2019-07-31,6.9
05334,2019-08-31,7.1
05334,2019-09-30,6.8
05334,2019-10-31,6.7
05334,2019-11-30,6.7
05334,2019-12-31,6.7
05358,2010-01-31,8.4
05358,2010-02-28,8.6
05358,2010-03-31,8.5
05358,2010-04-30,8.3
05358,2010-05-31,8.1
05358,2010-06-30,8.0
05358,2010-07-31,8.1
05358,2010-08-31,8.1
05358,2010-09-30,7.8
05358,2010-10-31,7.8
05358,2010-11-30,7.7
05358,2010-12-31,7.8
05358,2011-01-31,8.0
05358,2011-02-28,8.2
05358,2011-03-31,8.1
05358,2011-04-30,8.4
05358,2011-05-31,8.3
05358,2011-06-30,8.1
05358,2011-07-31,8.2
05358,2011-08-31,8.3
05358,2011-09-30,7.8
05358,2011-10-31,7.6
05358,2011-11-30,7.4
05358,2011-12-31,7.4
05358,2012-01-31,7.6
05358,2012-02-29,7.7
05358,2012-03-31,7.6
05358,2012-04-30,7.5
05358,2012-05-31,7.2
05358,2012-06-30,7.3
05358,2012-07-31,7.9
05358,2012-08-31,7.6
05358,2012-09-30,7.8
05358,2012-10-31,7.8
05358,2012-11-30,7.7
05358,2012-12-31,7.8
05358,2013-01-31,8.0
05358,2013-02-28,8.1
05358,2013-03-31,7.9
05358,2013-04-30,7.9
05358,2013-05-31,7.8
05358,2013-06-30,7.9
05358,2013-07-31,7.9
05358,2013-08-31,8.2
05358,2013-09-30,8.0
05358,2013-10-31,8.1
05358,2013-11-30,8.0
05358,2013-12-31,8.1
05358,2014-01-31,8.4
05358,2014-02-28,8.3
05358,2014-03-31,8.2
05358,2014-04-30,8.2
05358,2014-05-31,8.2
05358,2014-06-30,8.2
05358,2014-07-31,8.3
05358,2014-08-31,8.5
05358,2014-09-30,8.2
05358,2014-10-31,8.0
05358,2014-11-30,7.9
05358,2014-12-31,8.0
05358,2015-01-31,8.4
05358,2015-02-28,8.1
05358,2015-03-31,8.0
05358,2015-04-30,7.9
05358,2015-05-31,7.6
05358,2015-06-30,7.6
05358,2015-07-31,7.7
05358,2015-08-31,7.6
05358,2015-09-30,7.3
05358,2015-10-31,7.1
05358,2015-11-30,7.0
05358,2015-12-31,7.0
05358,2016-01-31,7.5
05358,2016-02-29,7.6
05358,2016-03-31,7.5
05358,2016-04-30,7.4
05358,2016-05-31,7.2
05358,2016-06-30,7.2
05358,2016-07-31,7.3
05358,2016-08-31,7.0
05358,2016-09-30,7.1
05358,2016-10-31,7.1
05358,2016-11-30,7.0
05358,2016-12-31,6.9
05358,2017-01-31,7.3
05358,2017-02-28,7.3
05358,2017-03-31,7.2
05358,2017-04-30,7.3
05358,2017-05-31,7.0
05358,2017-06-30,7.0
05358,2017-07-31,7.2
05358,2017-08-31,7.2
05358,2017-09-30,7.0
05358,2017-10-31,7.0
05358,2017-11-30,6.7
05358,2017-12-31,6.7
05358,2018-01-31,7.0
05358,2018-02-28,6.9
05358,2018-03-31,6.9
05358,2018-04-30,7.0
05358,2018-05-31,6.7
05358,2018-06-30,6.8
05358,2018-07-31,6.8
05358,2018-08-31,6.8
05358,2018-09-30,6.7
05358,2018-10-31,6.6
05358,2018-11-30,6.5
05358,2018-12-31,6.3
05358,2019-01-31,6.6
05358,2019-02-28,6.6
05358,2019-03-31,6.6
05358,2019-04-30,6.6
05358,2019-05-31,6.4
05358,2019-06-30,6.4
05358,2019-07-31,6.3
05358,2019-08-31,6.4
05358,2019-09-30,6.2
05358,2019-10-31,6.1
05358,2019-11-30,5.9
05358,2019-12-31,6.0
05362,2010-01-31,8.2
05362,2010-02-28,8.4
05362,2010-03-31,8.3
05362,2010-04-30,8.1
05362,2010-05-31,7.9
05362,2010-06-30,7.9
05362,2010-07-31,8.3
05362,2010-08-31,8.5
05362,2010-09-30,8.1
05362,2010-10-31,8.0
05362,2010-11-30,7.8
05362,2010-12-31,7.8
05362,2011-01-31,8.2
05362,2011-02-28,8.2
05362,2011-03-31,8.1
05362,2011-04-30,7.9
05362,2011-05-31,7.7
05362,2011-06-30,7.6
05362,2011-07-31,7.8
05362,2011-08-31,7.8
05362,2011-09-30,7.4
05362,2011-10-31,7.3
05362,2011-11-30,7.2
05362,2011-12-31,7.1
05362,2012-01-31,7.6
05362,2012-02-29,7.6
05362,2012-03-31,7.5
05362,2012-04-30,7.6
05362,2012-05-31,7.4
05362,2012-06-30,7.3
05362,2012-07-31,7.6
05362,2012-08-31,7.7
05362,2012-09-30,7.4
05362,2012-10-31,7.4
05362,2012-11-30,7.4
05362,2012-12-31,7.4
05362,2013-01-31,7.8
05362,2013-02-28,8.0
05362,2013-03-31,8.0
05362,2013-04-30,7.9
05362,2013-05-31,7.7
05362,2013-06-30,7.6
05362,2013-07-31,7.7
05362,2013-08-31,7.8
05362,2013-09-30,7.6
05362,2013-10-31,7.5
05362,2013-11-30,7.4
05362,2013-12-31,7.5
05362,2014-01-31,7.9
05362,2014-02-28,8.0
05362,2014-03-31,7.9
05362,2014-04-30,7.8
05362,2014-05-31,7.7
05362,2014-06-30,7.7
05362,2014-07-31,7.8
05362,2014-08-31,7.7
05362,2014-09-30,7.5
05362,2014-10-31,7.4
05362,2014-11-30,7.3
05362,2014-12-31,7.2
05362,2015-01-31,7.7
05362,2015-02-28,7.8
05362,2015-03-31,7.7
05362,2015-04-30,7.7
05362,2015-05-31,7.5
05362,2015-06-30,7.4
05362,2015-07-31,7.6
05362,2015-08-31,7.6
05362,2015-09-30,7.4
05362,2015-10-31,7.3
05362,2015-11-30,7.2
05362,2015-12-31,7.2
05362,2016-01-31,7.5
05362,2016-02-29,7.7
05362,2016-03-31,7.6
05362,2016-04-30,7.4
05362,2016-05-31,7.1
05362,2016-06-30,7.0
05362,2016-07-31,7.2
05362,2016-08-31,7.3
05362,2016-09-30,7.1
05362,2016-10-31,7.0
05362,2016-11-30,6.9
05362,2016-12-31,6.8
05362,2017-01-31,7.1
05362,2017-02-28,7.2
05362,2017-03-31,7.1
05362,2017-04-30,6.9
05362,2017-05-31,6.8
05362,2017-06-30,6.7
05362,2017-07-31,6.8
05362,2017-08-31,6.8
05362,2017-09-30,6.5
05362,2017-10-31,6.4
05362,2017-11-30,6.3
05362,2017-12-31,6.3
05362,2018-01-31,6.5
