,2021-05-31_0,2021-05-31_1,2021-05-31_2,2021-02-28_0,2021-02-28_1,2021-02-28_2,9/30/2020_0,9/30/2020_1,9/30/2020_2
05966,4.140980441240528,4.116737510262864,4.039858166104142,4.552544700412229,4.548551545079597,4.6355984653183055,4.961781327575078,5.26925238481654,5.254343402981665
05970,5.823356907021361,5.746700628010633,5.633667151146791,5.982138694162904,6.034414110830113,6.172699286601239,6.238798272776128,6.449457734948761,6.6069454481055825
05974,5.681192397911979,5.671142868440586,5.596779320653101,6.041452745445791,5.992702704640684,6.09686242564664,6.254360689777272,6.586741111443695,6.8119917104970495
06431,4.037875959656852,4.077532360731568,4.084677527827096,4.510303093521362,4.435193452081459,4.5393732081366345,4.6128026300075735,4.773517486622736,4.876494254470242
06432,4.921027955614953,4.953834106489026,4.956902943232056,5.149831138402542,5.102806786738757,5.240580901411054,5.668230589900774,5.735962204896587,5.895088404837691
06434,4.822868962062639,4.841450139887235,4.893764881193758,5.045868660508199,4.990722515613866,5.1704861770785975,5.285779190913825,5.344206094682622,5.4540029051989745
06436,4.598431754864616,4.648993417538625,4.651038588487457,4.942375657456847,4.974183715582647,5.074873812387026,4.962109895676321,5.0705774639090855,5.204867013863726
06437,4.58434210302581,4.629125349679075,4.663925648276313,5.065878897185508,5.030542380044669,5.094297227705763,5.441166540394097,5.627612282077573,5.4964881216462524
06439,4.669749331184094,4.654481110432009,4.617896584386701,5.062260931535198,4.9803294008230745,5.060417604507575,5.028180787147938,5.250079902358033,5.488629595742123
06440,4.630483808319442,4.636129953427624,4.664758759755736,4.836826367159052,4.7296176812268085,4.893135887535982,4.947099428456229,5.123549434141396,5.336178539067087
06531,5.903429629323594,5.908062458281803,5.888823393096235,5.970409829307,5.873811512758292,5.98334143626082,6.323538129765446,6.466102267721789,6.682173977321273
06532,5.370022553696756,5.401359290814035,5.3862565704843055,5.871201063093859,5.876483795033699,6.016813095450924,6.101539443382783,6.3956669594386195,6.563127823089832
06533,4.85098034881476,4.875713788549091,4.87677445251458,5.385501430292695,5.258791259355296,5.320209459100154,4.94183273861346,5.263810191509054,5.5827067153295244
06534,4.165771214999928,4.138972558643452,4.110378722553356,4.584366873765916,4.5817453966828845,4.691318233006486,4.63116185311379,4.828022999819178,4.817882095260311
06535,3.713968977219582,3.667912542757477,3.628696572718708,4.094901073171138,4.017948145162738,4.042175420204211,4.0833889710074756,4.464358003545748,4.576729501634333
06631,3.2926489815781483,3.298834229038242,3.311727031035592,3.722193754891131,3.6220973326966535,3.672478025583667,3.7927954614137676,4.043196291806377,4.1207229870389295
06632,3.9557883001913656,3.973081405366489,3.9504284795022913,4.33826091038712,4.235130409082289,4.251612628488575,4.4007580191811275,4.649699635470486,4.756135730681181
06633,4.206647552574499,4.203194465362003,4.179189871824359,4.497492898885573,4.457816939373072,4.507652808002221,4.677946986889884,5.042210698528762,5.0935198086460085
06634,4.048415831202039,3.991489296348015,3.883416198630921,4.270043201037875,4.159959223844214,4.273507996805482,4.273281538153626,4.64155322033154,4.87844630787206
06635,3.921467437840881,3.886953691468877,3.815262586165085,4.559980303364446,4.454192144774783,4.5307743950461,4.39410735682592,4.711685667192085,4.678994257041729
06636,5.739486581572235,5.72883870052339,5.611392619269691,6.119409748341527,5.892663173748376,6.045180142748403,6.041651167630182,6.378854419936512,6.589973626174224
07111,6.718666432272248,6.630449576750916,6.637477192849532,7.196043666403813,7.210619227966346,7.238237354306968,7.237853738822405,7.754405229319146,7.971843051798779
07131,4.35566867700106,4.333421080231399,4.315315954855663,4.816903800905305,4.749358802945743,4.744546160916356,4.3452287314072064,4.740947110110827,4.891606632954849
07132,5.500363223955139,5.432081553385808,5.390887152275563,5.5310920635048575,5.472399428404623,5.613332890697213,5.964946680503216,6.287242458081784,6.296858194661023
07133,6.562402834809891,6.591441364467717,6.548001784275496,6.864288928703408,6.772666358086834,6.931533693529873,7.03328835920301,7.181208621390067,7.3719952563409095
07134,6.240807930242337,6.299123124007309,6.322260909906146,6.751139791016395,6.649603494485131,6.699374290767288,7.0036376560642974,7.308799868896906,7.238598706717745
07135,4.307255942812988,4.207622242934632,4.017053731737271,5.1701443226038055,4.871109037303705,4.457658649096088,3.625906895791143,4.662756723120038,4.712962311772335
07137,3.707394509396975,3.681667427185724,3.642096327776312,4.028217746291059,3.910415225782871,3.922831285273727,3.8644601197771147,4.141149229892157,4.470586910392199
07138,5.586636029408528,5.533933555364987,5.488006384534557,5.912761515772949,5.8499196937740825,5.952775748263666,6.13109379981235,6.400450297592779,6.57904415819019
07140,4.172248353464455,4.132523537784876,4.056419768217161,4.659455237404105,4.468839375404398,4.522785581693631,4.369255384840843,4.5760441754475965,4.593031378109189
07141,3.774476752444024,3.76162099046439,3.693691010566739,4.128066105874294,3.9785706612098735,4.107228627448984,4.160161437538838,4.602683425911864,4.878747448369375
07143,3.408065642874838,3.3668147198420137,3.2872693087715104,3.709147770344954,3.613233120517004,3.801226382138408,4.193760403830888,4.489445760810079,4.5268184830391816
07211,6.482246351113311,6.494539477744647,6.441663280640742,6.7277562587288005,6.668557985160271,6.9913316881477305,7.207338865981731,7.524128941098526,7.620473462014751
07231,3.693813901382289,3.649603765808269,3.469995936643193,4.129209470221253,3.936116801841444,3.792967237685221,3.78123669880243,4.382267292259337,4.434712601445307
07232,3.084809738398285,3.0420017219540183,3.0725214130238085,3.4328248081393893,3.243022054215314,3.272193469894124,3.4655042372728126,3.8025482638354458,3.9506569460148566
07233,3.666700637197645,3.699577148766648,3.714398583173996,4.289018345954458,4.24306933162602,4.220326730778962,4.239640480183473,4.6763388802131765,4.774667838197053
07235,3.164360256866749,3.148481074433583,3.1707219718900315,3.26647688350296,3.2283296551051914,3.2651518020403687,3.4566975806277,3.6949222886860102,3.8464044347908617
07311,8.80376521487828,8.792518498437236,8.749159724938648,8.85800484741005,8.790484679758162,9.020768425623473,9.01180554257673,9.304905858065187,9.487567609865986
07312,9.38540475202918,9.48160851289869,9.520499626636978,9.682867466068624,9.627277648644691,9.83961727936572,9.923909316754653,10.247621149057256,10.678133105073488
07313,5.778388116999265,5.771651932229277,5.777116503344192,6.071530573770194,5.987369666512133,6.0979268552030295,6.5543780914724445,6.90778971363204,7.0825686204531655
07316,6.367866324442649,6.427100620199502,6.37489830944633,6.471531017429356,6.393535970386739,6.538182637334101,6.631141152925902,6.84186686915304,7.0687678322720044
07317,11.929655964271014,11.834358906671666,11.573872713487305,12.063472638215712,11.937671757814083,12.107593825767598,12.15313299187757,12.610121056203315,13.237949279796833
07318,6.962622080371761,6.9475422318080655,6.975040305145816,6.962800452903069,6.914151078969035,7.058335881114634,7.051133330594709,7.234971172418781,7.237289761677284
07319,8.682179936299624,8.652004863562336,8.562716879656076,9.129626437691886,9.122545377041,9.48169622287938,9.043181530290568,9.62456355063175,9.938489454332032
07320,6.5696039951422,6.541772680484585,6.565964595363881,7.275190197476571,7.074687684530762,7.1980950619138655,7.164541389123077,7.226695752522241,7.551431883231903
07331,4.730269024151873,4.740255961097314,4.69316793327926,4.914831994874785,4.864214266882287,5.020724489611465,4.973727510578183,5.184966509410655,5.337027132595417
07332,4.479284139879182,4.498010264971916,4.47837678355452,4.745455479757109,4.648253449072383,4.721569810169994,4.600908844542005,4.861354217667412,5.090813036992178
07333,5.984922127268511,5.90156422410063,5.881086582831594,6.366411707634121,6.363481961023952,6.477762893224771,6.129032022725293,6.467859275781191,6.443365061041289
07334,4.381038180993932,4.355394656176075,4.318680116757949,4.965959565663916,4.916635962646859,5.015305115640471,4.879576454357448,5.086030802604551,5.212611287900301
07335,5.520003882767232,5.572472550111359,5.64979614564993,5.668072164993848,5.570391097303879,5.683340079971035,6.013605855422701,6.2007580536251,6.25994892989464
07336,4.637318859075052,4.613779695536039,4.6751488471720215,5.008610868314379,4.941564430026947,4.992141682895241,5.262768055279879,5.46259615832773,5.4792445875520785
07337,4.531897363349514,4.537199210407562,4.518689648571525,4.734815073343774,4.6828823304580265,4.780277711103175,4.76355543946648,5.04352786656795,5.200610997000361
07338,4.554208960491862,4.582308439674284,4.5812075477320295,4.636249065405803,4.600371924278788,4.671998644404478,4.563489663196821,4.693605268697761,4.764847337284273
07339,4.346663709341849,4.318157331620428,4.333897448996416,4.541389816709374,4.50228045025192,4.627419641770145,4.708055523599117,4.796266619986688,4.901098932566459
07340,4.075396037656097,4.040072736001871,3.986326442506123,4.423451560308784,4.283962016825767,4.326738042125784,4.402897482397925,4.531166585824359,4.679841298455174
08117,4.81723325971869,4.740217837396085,4.603760572500429,5.106366660459479,5.18713620793741,5.347631334353848,5.534683759136769,5.807338358776422,5.846169651425443
08121,6.117367492921746,6.039482589816419,5.948633028831843,6.436083617030046,6.428417164047426,6.603330092340887,6.788192952335007,7.119278006977957,7.155707640438892
08125,3.727604232306712,3.685971690645796,3.6571207548885214,3.937393560546926,3.9149973640092135,4.01184944410432,4.278915959916077,4.387195137281589,4.385634759762107
08126,3.1178198843626794,3.111392973841243,3.0378161428440578,3.5439215478278303,3.5317189093164787,3.605532009688304,3.7745819565265113,3.8994787135879374,3.8135655267597626
08127,3.405990992737145,3.3669415862831005,3.258096237006075,3.699228295772019,3.647063744240062,3.719959113454025,3.7233092820350087,3.825375961876838,3.826754966156174
08128,3.6342160662493934,3.5825990521561994,3.4529823493021365,3.960278966228884,3.910044231203679,3.956833446224673,4.038215346635509,4.254369905759476,4.156276427476626
08135,4.577272557082613,4.51500924119688,4.4490075746054085,5.340933671315605,5.357857148651188,5.47569516028618,5.324785492969761,5.607410867452826,5.697425511404131
08136,3.517944037038533,3.4866029415975066,3.4735978621941963,3.966066536127761,3.970768387155212,4.032755236957571,4.294137339762171,4.423040545703874,4.394061186461227
08211,5.827536168708013,5.699246096674458,5.493414918355029,6.496459605286674,6.39003932403224,6.592276234461418,6.332286558243851,6.7277741879878885,7.058905086396424
08216,3.902090660452211,3.862858830117874,3.781246272162679,4.237646269483403,4.156653114388805,4.195457516700784,4.1584722122378475,4.423242402103074,4.469458871328686
08225,3.9262813668372414,3.8740948485036513,3.752236215490429,4.165652347661703,4.081362107453577,4.083665105007978,4.246387007241532,4.451084375569918,4.500112458413651
08231,7.384989504787488,7.372136264957691,7.202310727024095,7.679785033602725,7.676531112112633,7.802133915719367,8.127248430974605,8.450434211484854,8.225191276223061
08235,3.895777302377936,3.811123189238213,3.6804969837050745,4.123603365905142,4.102901291450283,4.234782799663807,4.335541457376008,4.544868361593945,4.482834257676395
08236,3.4964949967715264,3.441743232396894,3.3891864021202425,3.714824978640259,3.700675698394853,3.8472887075379374,4.087717619932653,4.167477308476449,4.186048873758322
08237,3.6704172778561945,3.649511240788677,3.604082106369752,4.134430057095887,4.053157308008642,4.12162577753539,4.442800860921265,4.628418153271868,4.560029755076691
08315,3.3161509235395554,3.278944698976507,3.195154442645168,3.641821682299892,3.590932087131482,3.692692928540043,3.830596818458431,3.965351044882961,4.03305391523663
08316,3.2594982445113643,3.206371654177373,3.115659616337017,3.5433463000272574,3.5098584016818384,3.554784565481321,3.504841030340917,3.761256173984118,3.8296059704956944
08325,3.0444898034342924,3.04053208238472,2.9996174068510864,3.641876229511419,3.55706950708805,3.6681529182560784,3.940923372537159,4.0956409179215925,3.8509961228849563
08326,4.38295386920569,4.302411621911992,4.261519024974808,4.7346390155144205,4.678573123408819,4.8427821561529765,5.105012518567958,5.327830977679504,5.171723581949409
08327,3.801914545285034,3.76723572392116,3.6750123175356313,4.171766717501474,4.190050930366901,4.274063639922595,4.62344017751893,4.889355035425655,4.695299881646793
08335,4.266574488776629,4.245980614368975,4.154289569318477,4.674260178318129,4.543311757573569,4.611891829677667,4.7404758996625755,5.030824701014685,5.21269006800632
08336,5.001423492284721,4.989275868701993,4.93011942767663,5.271993844076714,5.248683685568402,5.399972401872094,5.190382579513589,5.326104047732335,5.301978714096757
08337,4.208062268512973,4.222551616636141,4.161937969749059,4.533145565023468,4.463583683742911,4.561895603267739,4.537880217938527,4.726861809951137,4.719182583992083
08415,4.425626696778809,4.417149759333224,4.310688091165389,4.595333824644532,4.638769920319109,4.773803241477364,4.966436635851866,5.108134551663754,5.130558073569104
08416,3.2831636741504626,3.283317835823286,3.2570089886351816,3.515667326990647,3.468205187894295,3.5896629975180105,3.938707314421294,3.9794821327044287,4.115708094532006
08417,4.031990328031039,3.979335127663837,3.9268660159464392,4.411042798222948,4.427232879024312,4.44332355633636,4.63508789602155,4.800887443419323,4.738720224489788
08421,4.269702271799333,4.233219653190004,4.110123155856972,4.517447121575856,4.494027172158973,4.595427461720816,4.923938710350002,5.005758738163737,4.95608587329117
08425,3.0110705006350456,2.984404887304378,2.9433480141237367,3.4106391881092315,3.418013626152732,3.471692143426431,3.7662903542966233,3.902595203366081,3.7676644218747315
08426,2.616541094038672,2.573304816260084,2.498127241464553,2.900016983711193,2.8490559067792893,2.9223400940829,3.339707009737523,3.4688527884932654,3.4026068019407982
08435,3.167995740237988,3.0851442704837035,2.95920131479785,3.7909061689484527,3.646896190846314,3.54342145606356,3.414738768652476,3.853197230901574,3.890167244569874
08436,3.094922975002566,3.0719165947414977,2.989176341069176,3.5037672166217995,3.45758450894938,3.512755966385425,3.6448149358485042,3.8511788931521544,3.941954235674317
08437,3.637679832457375,3.557202979190729,3.450764087984121,3.8883172242777215,3.819929019053691,3.864527112550788,4.071901656450941,4.258975020472832,4.2735809084629635
09161,3.8399663084382016,3.809519092905296,3.7250440278004615,4.314120974947371,4.323818167786826,4.519393297423556,4.456118390307795,4.626996821914114,4.765845859313354
09171,3.288909753855336,3.2656749590844405,3.2074104205449734,4.102707165012261,3.857412351262469,3.727735382254199,3.5482560956157396,3.879890899130955,3.9050962716276856
09172,4.320531764341426,4.172289576068812,3.923027027759607,5.839409072407464,5.559102081604247,5.40174337730581,3.910349388798876,4.821748679464472,5.198503905014658
09173,2.993217352839264,2.9475831901858656,2.8313408205427177,3.492256573784523,3.355497420729179,3.3441711631546926,3.152236841225159,3.4830526323101982,3.66628456065399
09174,2.837021331496077,2.816640176272516,2.765993702241399,3.4211178521077694,3.3712788801748563,3.4147174091069648,3.0984084411222437,3.3294404505363326,3.469639768187256
09175,2.5155445327911923,2.533397414108778,2.540490987617281,2.999424097467017,2.9321671744731144,2.940190956493278,2.6527139772996313,2.804109505116661,2.886403053322057
09176,2.083965752593488,2.0360302863482587,1.9832082921000111,2.3102873860676065,2.271328834661258,2.3116574661202134,2.35392304347875,2.572435743302991,2.5969352571182327
09177,2.60629032999165,2.602187420198026,2.579636343515849,3.080684206230225,2.964330247069369,2.9789597486310946,2.871319116147098,3.0009440023809697,3.081682155729429
09178,2.906207972541895,2.9268450744125207,2.911045227327565,3.377066398903028,3.2592161614917314,3.2454724567268496,3.1666229355440447,3.380423182862859,3.4635544311433546
09179,3.584702330764729,3.582494201045473,3.5544045702228795,3.954302484791151,3.883374311706653,3.910567874602871,3.8026412175840147,4.0012807134330055,4.161047563143389
09180,3.834154056246254,3.567910624237676,3.2912664519848764,4.914054084595227,4.838267142631072,4.886258218050148,3.6078964388803327,4.298597231234486,4.782780502468042
09181,2.988207416819989,2.9731509891613905,2.9638273028333675,3.5621377378321184,3.4923253318413296,3.480657867363158,3.4716160579076965,3.7879986824194183,3.9303656738295154
09182,3.0823003323640066,2.985569694252064,2.846064368456721,3.7311321086760296,3.657609657953828,3.538091570625304,2.9440290752533302,3.398422777389235,3.663696861250073
09183,3.625666409383904,3.607880014796472,3.514547267319805,4.388527075119696,4.250576860199823,4.163908051716643,4.190964355750609,4.553627167806525,4.600932190798861
