_id,ags2,bundesland,ags5,kreis,kr_amr,kr_ead,kr_land,kr_mz,kr_oz,kr_ror,kr_rbp,kr_wa_schr_kl,kr_amt_kl,kr_grw_fg_kl,kr_sr_am_kl,kr_rl_kl,kr_ssk_kl,kr_ssr_kl,kr_stla_kl,kr_mra_kl,kr_mrb_kl,kr_wo_kl,kr_grenze
185,08,Baden-Württemberg,08121,Heilbronn,122,1959.9,0.0,0,1,803,53110.6,5,6,8,1,1,1,2,1,9,99,1,0
186,08,Baden-Württemberg,08125,Heilbronn,122,434.3,3.9,1,0,803,50749.0,5,6,8,1,2,2,2,1,9,99,1,0
187,08,Baden-Württemberg,08126,Hohenlohekreis,123,215.5,28.7,2,0,803,26872.8,4,6,8,2,2,3,2,2,9,99,1,0
188,08,Baden-Württemberg,08127,Schwäbisch Hall,123,185.4,48.7,2,0,803,23377.7,4,6,8,2,3,3,2,2,9,99,1,0
189,08,Baden-Württemberg,08128,Main-Tauber-Kreis,124,143.4,48.1,3,0,803,18529.1,4,6,8,3,3,4,2,2,9,99,1,0
190,08,Baden-Württemberg,08135,Heidenheim,125,291.2,18.5,1,0,808,26994.9,4,6,8,1,2,2,2,1,9,99,1,0
191,08,Baden-Württemberg,08136,Ostalbkreis,126,288.3,30.7,3,0,808,27540.4,4,6,8,1,2,2,2,1,9,99,1,0
192,08,Baden-Württemberg,08211,Baden-Baden,127,609.2,0.0,1,0,805,38695.7,4,1,8,1,2,2,1,1,99,99,1,2
193,08,Baden-Württemberg,08212,Karlsruhe,128,2815.2,0.0,0,1,805,51347.3,5,1,8,1,1,1,1,1,99,99,1,2
194,08,Baden-Württemberg,08215,Karlsruhe,128,548.2,1.1,3,0,805,61390.8,4,1,8,1,1,2,1,1,99,99,1,2
195,08,Baden-Württemberg,08216,Rastatt,127,434.2,2.1,4,0,805,42113.1,4,1,8,1,2,2,1,1,99,99,1,1
196,08,Baden-Württemberg,08221,Heidelberg,129,2312.2,0.0,0,1,812,63277.9,5,1,8,1,1,1,1,1,99,4,1,0
197,08,Baden-Württemberg,08222,Mannheim,130,3403.2,0.0,0,1,812,72396.4,5,1,8,1,1,1,1,1,99,4,1,0
198,08,Baden-Württemberg,08225,Neckar-Odenwald-Kreis,131,168.2,63.3,2,0,812,28901.3,4,6,8,2,3,3,1,2,99,4,1,0
199,08,Baden-Württemberg,08226,Rhein-Neckar-Kreis,129,674.4,0.0,6,0,812,62497.9,4,1,8,1,1,2,1,1,99,4,1,0
200,08,Baden-Württemberg,08231,Pforzheim,132,1855.8,0.0,0,1,807,59360.4,5,6,8,1,1,1,2,1,9,99,1,0
201,08,Baden-Württemberg,08235,Calw,133,255.1,25.1,3,0,807,47066.6,4,6,8,1,2,2,2,1,9,99,1,0
202,08,Baden-Württemberg,08236,Enzkreis,132,451.9,0.0,1,0,807,64709.9,4,6,8,1,2,2,2,1,9,99,1,0
203,08,Baden-Württemberg,08237,Freudenstadt,134,188.0,54.3,2,0,807,29506.4,4,6,8,2,3,3,2,2,9,99,1,0
204,08,Baden-Württemberg,08311,Freiburg im Breisgau,135,2304.7,0.0,0,1,811,33060.7,4,1,8,1,1,1,2,1,99,99,1,2
205,08,Baden-Württemberg,08315,Breisgau-Hochschwarzwald,135,249.1,30.2,5,0,811,33335.4,5,1,8,1,2,2,2,1,99,99,1,1
206,08,Baden-Württemberg,08316,Emmendingen,135,317.5,7.2,2,0,811,33266.2,4,1,8,1,2,2,2,1,99,99,1,1
207,08,Baden-Württemberg,08317,Ortenaukreis,136,323.7,16.1,6,1,811,35849.6,4,6,8,1,2,2,2,1,99,99,1,1
208,08,Baden-Württemberg,08325,Rottweil,137,252.8,26.3,2,0,809,27398.3,4,6,8,1,2,2,2,1,99,99,1,0
209,08,Baden-Württemberg,08326,Schwarzwald-Baar-Kreis,138,290.1,19.6,1,1,809,26477.4,4,6,8,1,2,2,2,1,99,99,1,1
210,08,Baden-Württemberg,08327,Tuttlingen,139,277.3,16.6,1,0,809,26836.3,5,6,8,1,3,2,2,1,99,99,1,2
211,08,Baden-Württemberg,08335,Konstanz,140,470.1,13.4,3,1,804,32964.5,5,7,8,1,2,2,2,1,99,99,1,1
212,08,Baden-Württemberg,08336,Lörrach,141,380.6,13.3,2,2,804,43618.8,5,6,8,1,2,2,2,1,99,99,1,1
213,08,Baden-Württemberg,08337,Waldshut,142,198.5,22.8,2,0,804,36234.4,5,6,8,2,2,3,2,2,99,99,1,1
214,08,Baden-Württemberg,08415,Reutlingen,143,364.3,18.0,2,1,806,41774.4,5,6,8,1,2,2,2,1,9,99,1,0
215,08,Baden-Württemberg,08416,Tübingen,143,587.0,0.0,1,1,806,54123.4,5,6,8,1,2,2,2,1,9,99,1,0
216,08,Baden-Württemberg,08417,Zollernalbkreis,144,278.5,27.6,3,0,806,30982.0,4,6,8,1,3,2,2,1,9,99,1,0
217,08,Baden-Württemberg,08421,Ulm,145,1849.9,0.0,0,1,802,29879.0,4,6,8,1,2,1,2,1,99,99,1,0
218,08,Baden-Württemberg,08425,Alb-Donau-Kreis,145,182.6,50.1,3,0,802,31393.9,4,6,8,1,2,3,2,2,99,99,1,0
219,08,Baden-Württemberg,08426,Biberach,146,199.0,47.7,3,0,802,23274.5,5,6,8,2,3,3,2,2,99,99,1,0
220,08,Baden-Württemberg,08435,Bodenseekreis,147,458.4,8.1,1,1,801,32383.4,4,7,8,1,2,2,2,1,99,99,1,1
221,08,Baden-Württemberg,08436,Ravensburg,148,244.3,39.0,3,2,801,24059.4,5,7,8,1,3,2,2,1,99,99,1,2
222,08,Baden-Württemberg,08437,Sigmaringen,149,146.9,70.3,3,0,801,23417.6,4,6,8,2,3,3,2,2,99,99,1,2
223,09,Freistaat Bayern,09161,Ingolstadt,160,1806.9,0.0,0,1,907,22756.4,5,7,8,2,2,1,2,1,1,99,1,0
224,09,Freistaat Bayern,09162,München,159,7423.1,0.0,0,1,910,54047.6,5,1,8,1,1,1,1,1,1,99,1,0
225,09,Freistaat Bayern,09163,Rosenheim,154,2647.0,0.0,0,1,916,27203.1,5,7,8,1,2,2,3,1,1,99,1,2
226,09,Freistaat Bayern,09171,Altötting,152,274.6,22.8,0,3,916,18815.0,4,8,8,1,3,2,3,1,1,99,1,1
227,09,Freistaat Bayern,09172,Berchtesgadener Land,150,167.0,35.3,2,2,916,17225.0,4,8,8,2,3,3,3,2,99,99,1,1
228,09,Freistaat Bayern,09173,Bad Tölz-Wolfratshausen,155,147.0,47.9,4,0,913,26684.6,5,7,8,3,2,4,3,2,1,99,1,1
229,09,Freistaat Bayern,09174,Dachau,159,334.6,20.6,1,0,910,63019.7,5,7,8,1,1,2,1,1,1,99,1,0
230,09,Freistaat Bayern,09175,Ebersberg,159,328.7,18.4,3,0,910,50852.0,5,7,8,1,1,2,1,1,1,99,1,0
231,09,Freistaat Bayern,09176,Eichstätt,160,141.0,60.7,2,0,907,20406.6,5,7,8,2,3,3,2,2,1,99,1,0
232,09,Freistaat Bayern,09177,Erding,159,207.6,51.1,2,1,910,38390.6,5,7,8,1,2,3,1,2,1,99,1,0
233,09,Freistaat Bayern,09178,Freising,159,323.6,28.4,3,1,910,42930.8,5,7,8,1,2,2,1,1,1,99,1,0
234,09,Freistaat Bayern,09179,Fürstenfeldbruck,159,614.9,3.4,2,0,910,64588.0,5,7,8,1,1,2,1,1,1,99,1,0
235,09,Freistaat Bayern,09180,Garmisch-Partenkirchen,156,115.1,76.3,3,1,913,13777.2,5,7,8,3,3,4,3,2,1,99,1,1
236,09,Freistaat Bayern,09181,Landsberg am Lech,158,194.2,51.9,1,0,910,32963.5,5,7,8,2,2,3,1,2,1,99,1,0
237,09,Freistaat Bayern,09182,Miesbach,155,154.9,43.7,8,0,913,25129.5,5,7,8,3,2,3,3,2,1,99,1,1
238,09,Freistaat Bayern,09183,Mühldorf a.Inn,153,191.6,44.6,0,2,916,22039.8,5,8,8,3,3,4,3,2,1,99,1,2
239,09,Freistaat Bayern,09184,München,159,859.5,6.4,1,0,910,83672.7,5,1,8,1,1,2,1,1,1,99,1,0
240,09,Freistaat Bayern,09185,Neuburg-Schrobenhausen,160,173.6,45.6,2,0,907,25533.9,5,7,8,2,3,3,2,2,1,99,1,0
241,09,Freistaat Bayern,09186,Pfaffenhofen a.d.Ilm,160,218.8,39.6,1,0,907,30751.0,5,7,8,2,2,3,2,2,1,99,1,0
242,09,Freistaat Bayern,09187,Rosenheim,154,236.8,31.7,3,0,916,25225.7,5,7,8,1,2,2,3,1,1,99,1,1
243,09,Freistaat Bayern,09188,Starnberg,159,378.1,2.7,1,0,910,58075.3,5,7,8,1,1,2,1,1,1,99,1,0
244,09,Freistaat Bayern,09189,Traunstein,151,158.3,59.9,2,1,916,18740.8,5,8,8,3,3,4,3,2,1,99,1,1
245,09,Freistaat Bayern,09190,Weilheim-Schongau,157,188.2,39.6,4,1,913,22521.6,4,7,8,2,3,3,3,2,1,99,1,2
246,09,Freistaat Bayern,09261,Landshut,162,1664.1,0.0,0,1,908,24316.5,5,8,8,2,2,3,3,2,1,99,1,0
247,09,Freistaat Bayern,09262,Passau,165,1297.5,0.0,0,1,905,15157.4,4,8,8,2,3,3,3,2,99,99,1,1
248,09,Freistaat Bayern,09263,Straubing,169,1138.9,0.0,0,1,905,15762.9,5,8,8,3,3,4,3,2,99,99,1,0
249,09,Freistaat Bayern,09271,Deggendorf,168,195.3,49.5,1,2,905,14540.2,4,8,8,3,3,4,3,2,99,99,1,2
250,09,Freistaat Bayern,09272,Freyung-Grafenau,166,104.6,100.0,3,0,905,10628.0,5,8,4,3,4,4,3,2,99,99,1,1
251,09,Freistaat Bayern,09273,Kelheim,161,149.8,40.7,4,0,915,21261.3,5,7,8,2,3,3,2,2,1,99,1,0
252,09,Freistaat Bayern,09274,Landshut,162,152.5,75.0,2,0,908,21492.1,5,8,8,2,3,3,3,2,1,99,1,0
253,09,Freistaat Bayern,09275,Passau,165,163.1,66.4,6,0,905,14809.5,4,8,8,2,3,3,3,2,99,99,1,1
254,09,Freistaat Bayern,09276,Regen,167,107.3,73.6,3,0,905,10923.6,3,8,4,3,4,4,3,2,99,99,1,1
255,09,Freistaat Bayern,09277,Rottal-Inn,164,123.8,63.6,4,0,908,15258.4,4,8,8,3,3,4,3,2,99,99,1,1
256,09,Freistaat Bayern,09278,Straubing-Bogen,169,105.0,86.8,2,0,905,16035.3,5,8,8,3,3,4,3,2,99,99,1,0
257,09,Freistaat Bayern,09279,Dingolfing-Landau,163,167.7,60.9,1,1,908,15556.3,5,8,8,2,3,3,3,2,1,99,1,0
258,09,Freistaat Bayern,09361,Amberg,173,1383.7,0.0,0,1,914,16491.6,4,8,8,3,3,4,3,2,8,99,1,0
259,09,Freistaat Bayern,09362,Regensburg,171,3372.5,0.0,0,1,915,21787.5,5,7,8,2,2,1,2,1,99,99,1,0
260,09,Freistaat Bayern,09363,Weiden i.d.OPf.,175,994.5,0.0,0,1,914,12762.7,2,8,6,3,3,4,3,2,8,99,1,2
261,09,Freistaat Bayern,09371,Amberg-Sulzbach,173,104.4,66.2,1,0,914,17096.2,4,8,8,3,3,4,3,2,8,99,1,0
262,09,Freistaat Bayern,09372,Cham,170,117.8,84.1,4,1,915,11484.1,4,8,4,3,4,4,2,2,99,99,1,1
263,09,Freistaat Bayern,09373,Neumarkt i.d.OPf.,174,134.7,64.2,4,1,915,20709.7,5,7,8,3,2,4,2,2,8,99,1,0
264,09,Freistaat Bayern,09374,Neustadt a.d.Waldnaab,175,87.5,79.1,6,0,914,12702.0,2,8,4,3,3,4,3,2,8,99,1,1
265,09,Freistaat Bayern,09375,Regensburg,171,171.0,35.9,2,0,915,20802.1,5,7,8,2,2,3,2,2,99,99,1,0
266,09,Freistaat Bayern,09376,Schwandorf,172,137.4,67.6,10,0,914,13662.0,4,8,4,3,3,4,3,2,99,99,1,1
267,09,Freistaat Bayern,09377,Tirschenreuth,176,90.1,100.0,5,1,914,12067.5,2,8,4,3,3,4,3,2,8,99,1,1
268,09,Freistaat Bayern,09461,Bamberg,179,2403.1,0.0,0,1,912,24015.0,4,7,8,2,2,3,3,2,8,99,1,0
269,09,Freistaat Bayern,09462,Bayreuth,178,1817.1,0.0,0,1,911,16485.9,4,7,8,3,2,4,3,2,8,99,1,0
270,09,Freistaat Bayern,09463,Coburg,182,1550.4,0.0,0,1,912,17525.0,3,7,8,2,3,3,3,2,8,99,1,0
271,09,Freistaat Bayern,09464,Hof,177,1212.6,0.0,0,1,911,15678.3,2,7,1,2,3,3,3,2,8,99,1,2
272,09,Freistaat Bayern,09471,Bamberg,179,157.9,38.3,2,0,912,22794.2,4,7,8,2,2,3,3,2,8,99,1,0
273,09,Freistaat Bayern,09472,Bayreuth,178,99.9,77.4,4,0,911,17627.5,4,7,8,3,3,4,3,2,8,99,1,0
274,09,Freistaat Bayern,09473,Coburg,182,195.5,38.0,2,0,912,17231.2,3,7,8,2,3,3,3,2,8,99,1,0
275,09,Freistaat Bayern,09474,Forchheim,184,227.8,33.5,1,1,912,31120.8,4,7,8,1,2,3,3,2,8,99,1,0
276,09,Freistaat Bayern,09475,Hof,177,149.1,74.9,4,0,911,15879.1,2,7,4,2,3,3,3,2,8,99,1,1
277,09,Freistaat Bayern,09476,Kronach,181,142.8,56.1,2,0,912,15806.9,2,7,8,2,3,3,3,2,8,99,1,0
278,09,Freistaat Bayern,09477,Kulmbach,180,150.2,54.9,1,1,911,16931.5,2,7,8,3,3,4,3,2,8,99,1,0
279,09,Freistaat Bayern,09478,Lichtenfels,183,182.8,31.0,5,0,912,18424.6,2,7,8,2,3,3,3,2,8,99,1,0
280,09,Freistaat Bayern,09479,Wunsiedel i.Fichtelgebirge,176,169.0,39.1,0,3,911,14499.1,2,7,4,3,3,4,3,2,8,99,1,1
281,09,Freistaat Bayern,09561,Ansbach,187,688.2,0.0,0,1,917,20083.0,4,7,8,3,2,4,3,2,8,99,1,0
282,09,Freistaat Bayern,09562,Erlangen,184,2603.3,0.0,0,1,906,49628.8,5,6,8,1,1,1,1,1,8,99,1,0
283,09,Freistaat Bayern,09563,Fürth,185,2749.7,0.0,0,1,906,59309.5,5,6,8,1,1,1,1,1,8,99,1,0
284,09,Freistaat Bayern,09564,Nürnberg,185,4402.7,0.0,0,1,906,42047.7,4,1,8,1,1,1,1,1,8,99,1,0
285,09,Freistaat Bayern,09565,Schwabach,185,1392.8,0.0,0,1,906,50276.4,4,1,8,1,2,3,1,2,8,99,1,0
286,09,Freistaat Bayern,09571,Ansbach,187,123.5,72.7,6,0,917,20118.7,4,7,8,3,3,4,3,2,8,99,1,0
287,09,Freistaat Bayern,09572,Erlangen-Höchstadt,184,330.0,6.7,2,0,906,41243.1,4,6,8,1,2,2,1,1,8,99,1,0
288,09,Freistaat Bayern,09573,Fürth,185,457.1,3.6,3,0,906,47752.7,4,6,8,1,2,2,1,1,8,99,1,0
289,09,Freistaat Bayern,09574,Nürnberger Land,185,279.9,16.4,5,0,906,35249.3,4,1,8,1,2,2,1,1,8,99,1,0
290,09,Freistaat Bayern,09575,Neustadt a.d.Aisch-Bad Windsheim,188,104.3,71.6,3,0,917,20711.3,4,6,8,3,3,4,3,2,8,99,1,0
291,09,Freistaat Bayern,09576,Roth,185,183.2,41.5,3,0,906,30408.5,4,7,8,1,2,3,1,2,8,99,1,0
292,09,Freistaat Bayern,09577,Weißenburg-Gunzenhausen,186,130.7,60.5,3,0,917,18370.4,4,7,8,3,3,4,3,2,8,99,1,0
293,09,Freistaat Bayern,09661,Aschaffenburg,196,1842.2,0.0,0,1,903,48325.5,4,7,8,1,1,2,3,1,4,99,1,0
294,09,Freistaat Bayern,09662,Schweinfurt,191,2978.6,0.0,0,1,909,19983.1,4,7,8,2,2,3,3,2,99,99,1,0
295,09,Freistaat Bayern,09663,Würzburg,190,2452.7,0.0,0,1,918,22690.1,4,7,8,1,2,1,2,1,99,99,1,0
296,09,Freistaat Bayern,09671,Aschaffenburg,196,322.7,3.6,4,0,903,42797.6,4,7,8,1,1,2,3,1,4,99,1,0
297,09,Freistaat Bayern,09672,Bad Kissingen,194,120.9,67.4,2,1,909,15594.2,2,7,8,3,3,4,3,2,99,99,1,0
298,09,Freistaat Bayern,09673,Rhön-Grabfeld,193,108.7,80.7,2,1,909,13152.1,2,7,8,3,3,4,3,2,99,99,1,0
299,09,Freistaat Bayern,09674,Haßberge,192,116.8,73.7,2,0,909,16807.7,2,7,8,3,3,4,3,2,8,99,1,0
300,09,Freistaat Bayern,09675,Kitzingen,189,178.7,48.9,2,0,918,19691.7,4,7,8,2,2,3,2,2,8,99,1,0
301,09,Freistaat Bayern,09676,Miltenberg,196,239.4,20.1,6,0,903,32797.5,4,7,8,1,2,2,3,1,4,99,1,0
302,09,Freistaat Bayern,09677,Main-Spessart,195,130.7,56.1,4,0,918,21150.3,2,7,8,3,3,4,2,2,99,99,1,0
303,09,Freistaat Bayern,09678,Schweinfurt,191,167.8,54.4,1,0,909,19281.7,4,7,8,2,2,3,3,2,99,99,1,0
304,09,Freistaat Bayern,09679,Würzburg,190,206.5,28.9,1,0,918,22381.2,4,7,8,1,2,2,2,1,99,99,1,0
305,09,Freistaat Bayern,09761,Augsburg,200,2968.9,0.0,0,1,902,34644.5,5,4,8,1,1,1,2,1,1,99,1,0
306,09,Freistaat Bayern,09762,Kaufbeuren,202,1539.4,0.0,0,1,901,20299.2,5,7,8,3,3,4,3,2,1,99,1,2
307,09,Freistaat Bayern,09763,Kempten (Allgäu),203,1666.8,0.0,0,1,901,18620.5,4,7,8,3,2,4,3,2,99,99,1,2
308,09,Freistaat Bayern,09764,Memmingen,201,1051.0,0.0,0,1,904,20227.7,5,7,8,2,2,3,3,2,99,99,1,0
309,09,Freistaat Bayern,09771,Aichach-Friedberg,200,215.2,40.2,2,0,902,36564.1,4,4,8,1,2,3,2,2,1,99,1,0
310,09,Freistaat Bayern,09772,Augsburg,200,301.2,28.0,7,0,902,35175.2,4,4,8,1,2,2,2,1,1,99,1,0
311,09,Freistaat Bayern,09773,Dillingen a.d.Donau,198,161.8,68.9,1,2,902,23503.4,4,7,8,2,3,3,2,2,1,99,1,0
312,09,Freistaat Bayern,09774,Günzburg,199,230.3,29.4,3,2,904,26680.0,4,7,8,2,2,3,3,2,99,99,1,0
313,09,Freistaat Bayern,09775,Neu-Ulm,145,458.1,9.3,4,1,904,28322.8,4,7,8,1,2,2,3,1,99,99,1,0
314,09,Freistaat Bayern,09776,Lindau (Bodensee),204,348.1,17.6,1,1,901,25612.7,5,7,8,1,2,2,3,1,99,99,1,1
315,09,Freistaat Bayern,09777,Ostallgäu,202,133.1,68.7,3,0,901,18274.9,5,7,8,3,3,4,3,2,1,99,1,1
316,09,Freistaat Bayern,09778,Unterallgäu,201,155.8,60.6,2,0,904,22405.9,5,7,8,2,3,3,3,2,99,99,1,0
317,09,Freistaat Bayern,09779,Donau-Ries,197,152.0,66.3,1,2,902,18189.7,4,7,8,3,3,4,2,2,1,99,1,0
318,09,Freistaat Bayern,09780,Oberallgäu,203,135.0,53.4,1,2,901,15840.1,4,7,8,3,3,4,3,2,99,99,1,1
319,10,Saarland,10041,Regionalverband Saarbrücken,118,1170.5,0.0,1,1,1001,41591.4,3,4,6,1,1,2,1,1,99,99,1,1
320,10,Saarland,10042,Landkreis Merzig-Wadern,116,241.1,23.4,2,0,1001,28382.4,3,4,8,1,2,2,1,1,99,99,1,1
321,10,Saarland,10043,Landkreis Neunkirchen,118,691.7,0.0,1,0,1001,40474.1,2,4,4,1,2,2,1,1,99,99,1,2
322,10,Saarland,10044,Landkreis Saarlouis,118,581.0,0.0,3,0,1001,37213.1,2,4,4,1,2,2,1,1,99,99,1,1
323,10,Saarland,10045,Saarpfalz-Kreis,119,499.4,4.4,3,0,1001,36164.1,2,4,8,1,2,2,1,1,99,99,1,1
324,10,Saarland,10046,Landkreis St. Wendel,117,240.8,21.1,1,0,1001,29081.6,2,4,8,1,2,2,1,1,99,99,1,2
325,11,Berlin,11000,Berlin,205,5655.8,0.0,0,1,1101,28113.1,5,9,4,1,1,1,1,1,2,99,2,0
326,12,Brandenburg,12051,Brandenburg an der Havel,206,440.3,0.0,0,1,1201,15371.0,4,10,2,2,3,3,3,2,2,99,2,0
327,12,Brandenburg,12052,Cottbus,207,886.1,0.0,0,1,1202,9519.3,2,11,3,3,3,3,3,2,2,99,2,2
328,12,Brandenburg,12053,Frankfurt (Oder),208,580.4,0.0,0,1,1203,10315.7,2,11,3,3,3,4,3,2,2,99,2,1
329,12,Brandenburg,12054,Potsdam,206,1380.9,0.0,0,1,1201,72949.6,5,10,2,2,1,1,3,1,2,99,2,0
330,12,Brandenburg,12060,Barnim,209,155.4,38.0,2,0,1205,41590.6,4,12,3,2,2,3,3,2,2,99,2,1
331,12,Brandenburg,12061,Dahme-Spreewald,210,100.3,43.1,4,0,1202,26151.7,5,11,2,3,2,4,3,2,2,99,2,0
332,12,Brandenburg,12062,Elbe-Elster,211,71.9,76.4,4,0,1202,10804.0,1,11,2,3,4,4,3,2,2,99,2,0
333,12,Brandenburg,12063,Havelland,206,118.2,39.6,3,0,1201,29337.7,5,11,2,2,2,4,3,2,2,99,2,0
334,12,Brandenburg,12064,Märkisch-Oderland,208,112.5,44.6,4,0,1203,27863.4,3,11,3,3,2,4,3,2,2,99,2,1
335,12,Brandenburg,12065,Oberhavel,212,146.8,28.4,4,0,1204,35437.3,5,11,2,3,2,4,3,2,2,99,2,0
336,12,Brandenburg,12066,Oberspreewald-Lausitz,207,124.3,59.7,5,0,1202,12463.6,1,11,2,3,3,4,3,2,2,99,2,0
337,12,Brandenburg,12067,Oder-Spree,208,103.5,49.7,4,0,1203,20627.8,2,11,3,3,3,4,3,2,2,99,2,1
338,12,Brandenburg,12068,Ostprignitz-Ruppin,213,53.3,100.0,3,0,1204,8774.4,3,11,2,3,4,4,3,2,2,99,2,0
339,12,Brandenburg,12069,Potsdam-Mittelmark,206,105.8,41.8,4,0,1201,25803.8,4,10,2,2,2,3,3,2,2,99,2,0
340,12,Brandenburg,12070,Prignitz,214,48.7,77.7,3,0,1204,4865.1,2,11,2,3,4,4,3,2,2,99,2,0
341,12,Brandenburg,12071,Spree-Neiße,207,91.8,69.2,3,0,1202,11288.9,2,11,3,3,4,3,3,2,2,99,2,1
342,12,Brandenburg,12072,Teltow-Fläming,210,108.4,44.0,4,0,1201,31193.0,5,10,2,3,2,4,3,2,2,99,2,0
343,12,Brandenburg,12073,Uckermark,215,51.7,100.0,3,0,1205,8351.1,2,12,3,3,4,4,3,2,2,99,2,1
344,13,Mecklenburg-Vorpommern,13003,"Rostock, Hansestadt",216,1637.1,0.0,0,1,1302,8807.5,4,11,2,2,2,1,3,1,99,99,2,0
345,13,Mecklenburg-Vorpommern,13004,"Schwerin, Landeshauptstadt",217,1119.9,0.0,0,1,1304,10242.8,3,11,2,3,3,3,3,2,99,99,2,0
346,13,Mecklenburg-Vorpommern,13071,Mecklenburgische Seenplatte,218,64.4,75.3,3,1,1301,6077.4,2,12,2,3,4,4,3,2,99,99,2,0
347,13,Mecklenburg-Vorpommern,13072,Landkreis Rostock,216,82.2,69.2,3,0,1302,8585.8,3,11,2,2,4,4,3,2,99,99,2,0
348,13,Mecklenburg-Vorpommern,13073,Vorpommern-Rügen,219,92.9,62.7,3,1,1303,7197.4,3,12,2,3,4,4,3,2,99,99,2,1
349,13,Mecklenburg-Vorpommern,13074,Nordwestmecklenburg,217,95.8,66.0,2,0,1304,13934.4,3,11,2,3,3,3,3,2,5,99,2,0
350,13,Mecklenburg-Vorpommern,13075,Vorpommern-Greifswald,220,81.0,57.9,4,1,1303,7939.1,2,12,3,3,4,4,3,2,99,99,2,1
351,13,Mecklenburg-Vorpommern,13076,Ludwigslust-Parchim,217,58.2,83.6,3,0,1304,8951.3,2,11,2,3,3,4,3,2,5,99,2,0
352,14,Sachsen,14511,Chemnitz,221,1640.0,0.0,0,1,1403,27408.4,4,9,2,1,1,1,2,1,7,99,2,2
353,14,Sachsen,14521,Erzgebirgskreis,222,249.2,35.6,9,0,1403,25924.7,1,10,2,1,3,2,2,1,99,99,2,1
354,14,Sachsen,14522,Mittelsachsen,223,197.8,43.2,3,0,1403,26669.2,1,10,2,2,2,3,2,2,99,99,2,1
355,14,Sachsen,14523,Vogtlandkreis,224,219.9,31.1,6,1,1403,19849.4,2,10,2,2,3,3,2,2,99,99,2,1
356,14,Sachsen,14524,Zwickau,225,468.2,11.0,7,1,1403,32686.0,2,10,2,1,2,2,2,1,7,99,2,2
357,14,Sachsen,14612,Dresden,226,2465.4,0.0,0,1,1401,25519.5,4,9,2,1,1,1,1,1,99,99,2,2
358,14,Sachsen,14625,Bautzen,227,173.1,34.6,2,2,1402,20229.9,1,11,2,2,3,3,3,2,99,99,2,1
359,14,Sachsen,14626,Görlitz,228,161.5,29.5,4,1,1402,14897.7,2,11,3,3,3,4,3,2,99,99,2,1
360,14,Sachsen,14627,Meißen,229,228.1,39.6,5,0,1401,26741.0,2,11,2,2,3,3,1,2,99,99,2,0
361,14,Sachsen,14628,Sächsische Schweiz-Osterzgebirge,226,195.5,45.5,3,0,1401,30495.0,2,10,2,1,2,3,1,2,99,99,2,1
362,14,Sachsen,14713,Leipzig,230,2835.9,0.0,0,1,1404,27205.0,5,9,1,1,1,1,1,1,7,99,2,0
363,14,Sachsen,14729,Leipzig,230,202.7,47.0,4,0,1404,33029.1,2,11,1,1,2,3,1,2,7,99,2,0
364,14,Sachsen,14730,Nordsachsen,230,133.0,40.1,5,0,1404,22900.8,2,11,1,1,3,4,1,2,99,99,2,0
365,15,Sachsen-Anhalt,15001,Dessau-Roßlau,231,473.3,0.0,0,1,1502,14030.5,1,11,2,1,3,3,3,2,7,99,2,0
366,15,Sachsen-Anhalt,15002,Halle (Saale),232,2476.8,0.0,0,1,1503,27923.8,4,9,2,1,1,1,2,1,7,99,2,0
367,15,Sachsen-Anhalt,15003,Magdeburg,233,1728.7,0.0,0,1,1504,16172.5,4,11,2,2,2,1,3,1,99,99,2,0
368,15,Sachsen-Anhalt,15081,Altmarkkreis Salzwedel,234,48.7,100.0,1,0,1501,7226.6,2,11,2,2,4,3,3,2,99,99,2,0
369,15,Sachsen-Anhalt,15082,Anhalt-Bitterfeld,235,149.5,50.6,3,0,1502,18820.2,1,11,2,2,3,3,3,2,99,99,2,0
370,15,Sachsen-Anhalt,15083,Börde,233,98.4,87.9,2,0,1504,16753.9,1,11,2,2,3,4,3,2,99,99,2,0
371,15,Sachsen-Anhalt,15084,Burgenlandkreis,236,170.3,43.9,3,0,1503,24901.9,2,12,2,2,3,3,2,2,7,99,2,0
372,15,Sachsen-Anhalt,15085,Harz,237,137.6,50.3,3,0,1504,15635.6,2,11,2,2,3,3,3,2,99,99,2,0
373,15,Sachsen-Anhalt,15086,Jerichower Land,233,74.8,90.7,1,0,1504,12785.4,2,11,2,2,3,4,3,2,99,99,2,0
374,15,Sachsen-Anhalt,15087,Mansfeld-Südharz,238,124.0,61.8,2,0,1503,15610.8,1,12,2,3,3,4,2,2,99,99,2,0
375,15,Sachsen-Anhalt,15088,Saalekreis,232,177.3,63.0,1,0,1503,29529.3,2,9,2,1,2,3,2,2,7,99,2,0
376,15,Sachsen-Anhalt,15089,Salzlandkreis,239,179.1,34.5,4,0,1504,18945.5,1,11,2,2,3,3,3,2,99,99,2,0
377,15,Sachsen-Anhalt,15090,Stendal,240,61.5,100.0,1,0,1501,6917.5,2,11,2,3,4,4,3,2,99,99,2,0
378,15,Sachsen-Anhalt,15091,Wittenberg,241,87.6,63.5,1,0,1502,12333.7,1,11,2,3,3,4,3,2,7,99,2,0
379,16,Thüringen,16051,Erfurt,242,1194.5,0.0,0,1,1601,16790.1,4,10,2,1,2,1,2,1,99,99,2,0
